word,weight,number_of_words
kebangunan,-5,1
perapian,-5,1
hujat,-3,1
dengki,-4,1
jangkang,-5,1
lap,-3,1
sumpal,-5,1
lembeng,-5,1
kesalahan,-4,1
imam,-5,1
sembrono,-5,1
berjejas,-4,1
menghalai-balaikan,-3,1
cikun,-3,1
bundel,-5,1
surut,-4,1
urit,-3,1
bloon,-4,1
kubra,-4,1
hujah,-5,1
longgok,-4,2
cempek,-3,1
khair,-3,1
tonjok,-3,1
gering hulu,-3,1
anut,-4,1
berkejaran,-3,1
pering,-3,1
pengejawantahan,-5,1
silang,-3,1
beresiko,-3,1
berkasih-kasihan,-3,1
mencecah,-3,1
mempersoalkan,-5,1
merenungkan,-3,1
perbincangan,-3,1
tergemap,-5,1
penyodok,-5,1
mendindingi,-4,1
buncit,-3,1
kerakal,-5,1
lancang,-5,2
enggan,-5,1
mencengkeram,-4,1
tertinggal,-3,1
laten,-4,1
luluh lantak,-4,1
penodong,-4,1
sogokan,-4,1
fiskal,-3,1
bertekak,-4,1
perlahan-lahan,-5,1
onyak-anyik,-4,1
merembet,-3,1
fungsionaris,-4,1
perkembangan,-4,1
dugal,-4,1
recehan,-3,1
dobel,-4,1
kecemasan,-3,1
celemotan,-3,1
tanur,-3,1
sombong,-4,1
faktor,-4,1
anu,-3,1
persuasi,-3,1
welas,-3,1
mangau,-5,1
ulung,-4,1
seraga,-3,1
bait,-5,1
berterima,-4,1
aspiran,-5,1
berdansa,-4,1
terhunjam,-4,1
friksi,-4,1
pematang,-3,1
lenyap,-3,1
api-api,-5,1
gidik,-5,1
mesut,-5,1
sanggit,-4,1
terseret,-5,1
mesum,-3,1
sukatan,-3,1
golak,-5,1
keheningan,-4,1
tengking,-3,1
aspek,-3,1
amblas,-3,1
memomokkan,-5,1
fundamental,-5,1
abuk,-3,1
gunduk,-5,1
beta,-4,2
kemplang,-5,1
abur,-3,1
selap,-4,2
tembelang,-5,1
berumah tangga,-4,1
jebeh,-4,1
menikmati,-4,1
membabi buta,-3,1
menahun,-3,1
primer,-3,1
menggeligi,-4,1
pembangkang,-3,1
fulanah,-5,1
menyetubuhi,-3,1
bulat,-4,1
layon,-4,1
baginda,-5,1
selempang,-4,1
mengesak,-4,2
berhimpun,-5,1
berkunjung,-3,1
membelot,-3,1
kilah,-4,1
terang akal,-3,1
keperihan,-3,1
serobot,-3,1
mengesan,-5,1
mengelakkan,-4,1
kerepotan,-3,1
hadiah,-3,1
berdedikasi,-3,1
tersekat,-4,1
cek,-2,1
mengebumikan,-3,1
moderator,-5,1
duli,-5,1
menghebat,-3,1
berita,-4,1
melayang,-3,1
melayani,-3,1
menyelakkan,-4,1
buta,-4,1
memfitnah,-3,1
nala,-5,1
sekop,-4,1
incit,-4,1
batung-batung,-3,1
gesek,-4,1
rongkol,-3,1
bertinju,-4,1
bersengketa,-4,1
cilok,-4,1
keasingan,-5,1
daftar,-3,1
bertahan,-3,1
perahu,-3,1
melekat,-3,1
khawatir,-4,1
ruang,-4,1
kisikan,-4,1
menghadiahi,-3,1
terajang,-5,1
memegang,-4,1
kafetaria,-3,1
masai,-4,1
merenyam,-4,1
patgulipat,-3,1
terali,-4,1
rad,-3,1
ijab,-3,1
meluluhlantakkan,-5,1
saja,-3,1
pemberon-takan,-3,1
mengenjak,-5,1
beranda,-4,2
perus,-4,1
ahmak,-3,1
pepak,-3,1
ceroboh,-3,1
cacing pipih,-3,1
cuak,-3,2
bison,-5,2
pepat,-3,1
kotak,-4,1
anjak,-4,1
anak bedil,-4,1
tebal hati,-3,1
tenggak,-4,1
melampau,-3,1
bercedera,-5,1
oven,-5,1
mengumpul,-3,1
bertumbukan,-3,1
mencontengkan,-4,1
menyatroni,-3,1
rasialisme,-5,1
terkilir,-3,1
gagu,-5,1
langking,-3,1
bicu,-4,1
dogol,-4,1
camping,-4,1
berugi,-5,1
mengenangkan,-4,1
menerbankan,-3,1
cutel,-3,1
mengamalkan,-4,1
mencaci-maki,-5,1
analitis,-4,1
hipotesis,-5,1
kesejukan,-3,1
kepelikan,-4,1
bubuk,-4,1
inhibisi,-4,1
hawar,-4,1
himpun,-3,1
mengetepikan,-4,1
berlibat-libat,-3,1
tergamak,-4,1
tua,-4,1
mengubrakan,-3,1
susuh,-4,1
mengingsut,-3,1
cacauan,-4,1
belis,-3,1
meninju,-4,1
mengoyak-oyak,-5,1
embarau,-4,1
urut-urutan,-3,2
menyantak,-4,1
alobar,-3,1
memusnahkan,-4,2
menyantap,-5,1
berkembang biak,-4,1
resek,-4,1
kelas,-5,1
jalan bentar,-4,1
colak-caling,-5,1
tun,-5,1
bergelut,-3,1
cacat,-4,1
buntang,-3,1
kerugian,-3,1
uring-uringan,-4,1
colok,-3,1
gedembai,-3,1
dupleks,-3,1
antusias,-4,1
rompeng,-4,1
menyagang,-4,1
benderang,-3,1
tenggan,-5,1
mencabarkan,-3,1
cabar,-4,1
celopar,-3,1
penyungkit,-5,1
pongah,-4,1
tarung,-5,1
mara,-3,1
cabuh,-4,1
cupet,-4,1
terganjal,-4,1
merompak,-4,1
konotasi,-4,2
keajaiban,-3,2
busut,-4,1
mangkel,-5,1
memacak,-4,1
ringan mulut,-4,1
main muda,-5,1
mengacaukan,-3,1
telan,-3,1
nyelekit,-5,1
balung,-3,1
menyelir,-3,1
pilon,-3,1
gingsir,-4,1
lalim,-3,1
menyuntik,-4,1
takul,-3,1
menebalkan,-3,2
merana,-3,1
bertaki,-3,1
bengkak,-4,1
pembalut,-3,1
duduk perut,-4,1
kesahihan,-4,1
hantaman,-4,1
kaos,-3,1
kirai,-4,1
lembap,-3,1
orbit,-5,1
wimana,-3,1
peres,-3,1
bergontok,-3,1
bertransformasi,-4,1
kolot,-4,1
rajin,-4,1
menyuapi,-3,1
pendamai,-3,2
merincukan,-4,1
balur,-4,1
mamang,-5,1
menyemangatkan,-3,1
tunjuk perasaan,-3,2
terpengaruh,-5,1
berjarak,-4,1
patos,-3,1
perkakas,-4,1
beralih bentuk,-4,1
asfal,-4,1
menunukan,-3,1
tambak,-3,1
berlainan,-3,1
mengoyak,-4,1
menyiar,-3,1
injakan,-5,1
hirup,-4,1
memble,-4,1
menyiat,-4,1
membonceng,-4,1
rucah,-4,1
penghisapan,-3,1
kasur,-3,1
susu,-4,1
rombongan,-5,1
pencukuran,-5,2
menyelusuh,-5,1
tergambar,-5,1
kekacauan,-3,1
menimpuk,-4,1
main mata,-4,1
dongok,-4,1
jorok,-4,1
lebu,-4,1
kelambanan,-5,1
bijak,-4,1
sekongkolan,-5,1
antagonisme,-4,1
menghindarkan,-5,1
bentakan,-3,1
bagi,-3,1
becak,-3,1
mengkal,-3,1
beban,-4,1
sekedup,-3,1
memperlihatkan,-4,1
berserikat,-3,2
bertangkap,-3,1
ceronggah,-4,1
terkait,-3,1
cerabih,-3,1
anak pinak,-4,1
menenggang,-4,1
perak,-3,1
mencoblos,-3,1
jompo,-4,2
berdekatan,-4,1
dendeng,-3,1
bersedia,-4,1
ira,-4,1
gorek api,-3,1
safa,-3,1
keriuhan,-3,1
sembam,-3,2
gayung,-3,1
isotop,-4,1
terselak,-3,1
keterkaitan,-4,1
membawa berat,-3,1
berproses,-4,1
pandai,-4,1
imbalan,-3,1
cicik,-4,1
mengesahkan,-4,1
henyak,-3,1
insaf,-4,1
pertunjukan,-3,1
latisan,-4,1
tagut,-4,1
pengiring,-3,1
bebas,-4,1
pemberitahuan,-5,2
mungkar,-4,1
menjejak,-3,1
serawak,-4,1
bergurau,-4,1
cuka jawa,-3,1
pemarah,-4,1
pegari,-5,1
bulevar,-4,1
kesendirian,-4,1
indusemen,-5,1
kacuk,-5,1
mencicik,-4,1
berkawanan,-4,2
jurik,-3,1
leta,-5,1
berangai,-4,1
obrolan,-3,1
cacing tanah,-4,1
persetubuhan,-5,1
asor,-4,1
mendengung,-3,1
teraduk,-4,1
sebit,-4,1
basmi,-3,1
parau,-5,1
menumpang,-4,1
ketulahan,-4,1
aswad,-4,1
menjelma,-3,1
terlampau,-3,1
tertata,-4,1
membuktikan,-5,1
berputar-putar,-5,2
tipeks,-3,1
singkat,-5,1
mengapkir,-4,1
gonjak,-4,1
berat kepala,-3,1
dari,-5,1
berdebat,-3,1
gontok,-3,1
membelai,-5,1
mikro,-4,2
menggemaskan,-3,1
menyembulkan,-4,1
tobak,-4,1
ampela,-3,1
luar biasa,-3,1
terang,-3,1
menyembam,-4,1
menggentarkan,-4,1
gombong,-3,1
pol,-4,1
pancur,-5,1
kopyor,-4,1
sementara,-5,1
bersipongang,-3,1
mencabau,-5,1
tolol,-3,1
taji,-3,1
musibah,-4,1
bergembung,-4,1
ibunda,-3,1
gemuk,-3,1
lombong,-3,1
gundukan,-5,1
menyulut,-4,1
cetek,-3,2
berganduh,-4,1
mengabulkan,-4,1
naas,-5,1
mencengkau,-4,1
beranak bercucu,-4,1
mengacak,-3,1
sembunyi-sembunyi,-3,1
bersepai,-4,1
manipulator,-3,1
iktikad,-3,1
berantara,-3,1
cekok,-4,1
bercaran,-3,1
leburan,-5,1
kembar,-3,1
cabau,-4,1
divergensi,-4,1
rombeng,-3,1
redik,-3,1
bongok,-4,1
berus,-4,1
sentuk,-3,1
menginjak,-3,1
bersilih,-4,1
meresahkan,-3,1
gelatak,-4,1
instansi,-4,1
kerik,-3,1
sempit,-4,1
jolak,-4,1
bersikukuh,-3,1
bersokom,-3,1
menghinggapi,-5,1
ogah-ogahan,-3,1
drama,-3,1
kenes,-3,1
tepu,-3,1
usang,-4,1
terpaku,-5,1
tarak,-4,2
opium,-4,1
kolam,-5,1
menggigis,-4,1
selerang,-3,1
berat tulang,-4,1
tumor,-5,1
kemurkaan,-3,1
acu,-5,1
seberang,-3,1
tepi,-3,1
memusuhi,-4,1
jilatan,-3,1
bersangkal,-3,2
ikut-ikutan,-5,1
penjuru,-4,1
gedor,-3,1
waham,-4,2
bertelinga lembut,-4,1
merayah,-3,1
denai,-4,1
farak,-5,1
salah tingkah,-5,2
garu,-3,1
langsai,-3,1
mengganas,-4,1
menanggang,-5,2
kurang adat,-4,1
bruto,-4,1
celuk,-4,1
baskom,-5,1
menyurihkan percakapan,-3,1
merincis,-3,1
berapit,-5,1
tatak,-5,1
menelaah,-3,1
liang,-5,1
biarawati,-3,1
condong,-3,1
kotoran,-4,1
luang,-5,2
mairat,-5,1
apit,-3,1
bertimbang,-4,1
sarit,-5,1
tak bernyawa,-3,1
kotor,-5,1
menggeret,-4,1
menyenggau,-3,1
menyenggak,-3,1
kacip,-3,1
seksualitas,-3,1
juz,-4,1
pendapatan,-3,1
sarik,-4,1
membayar,-5,1
tersia-sia,-5,1
mengobarkan,-5,1
cena,-5,1
pendusta,-4,1
terberak,-3,1
ketahuan,-3,1
mencuca,-3,1
antap,-4,1
menikam,-4,1
embek,-3,1
amin,-4,1
rongga,-4,1
tutur,-4,1
berlarat-larat,-4,1
tekad,-5,1
empuk,-4,1
menidurkan,-4,1
bidai,-3,1
konkurensi,-5,1
bersanding,-4,1
mengerjakan,-4,1
delegasi,-4,3
mengisbatkan,-4,1
tinja,-3,1
lawan,-4,1
pengar,-4,2
ikan kena tuba,-3,1
ceriwis,-4,1
kutut,-4,1
genjang,-4,1
asal usul,-3,1
filo,-4,1
pergesekan,-3,1
berbabil,-4,1
menghapus,-3,1
pemupusan,-4,1
jajal,-4,1
abolisi,-4,1
doa,-3,1
kawula,-4,1
compes,-3,1
teratur,-3,1
kelipar,-5,1
jerepet,-3,1
menghunjam,-3,1
peletan,-4,1
aparatus,-4,1
gembel,-3,2
menyungguhkan,-3,1
menagih,-5,2
kacangan,-4,1
lengah,-5,1
berjauh hati,-4,1
conteng,-5,1
tertumbuk akal,-5,1
lengas,-5,1
terlepas,-3,1
gurauan,-3,1
kharab,-5,1
keputusasaan,-5,1
palat,-3,1
validitas,-4,1
penyinaran,-4,1
menyabak,-4,2
feses,-5,1
gebok,-3,1
teles,-3,1
palolo,-3,1
liang jimak,-5,1
tertutup,-4,1
menyetor,-4,1
bunduk,-4,1
kebodohan,-5,1
potel,-3,1
bendu,-5,1
bermukim,-3,1
banat,-4,1
usrek,-4,1
mengejikan,-5,1
serindai,-3,1
memfatwakan,-3,1
bersebelahan,-3,1
lafal,-4,1
terlangkaui,-4,1
gembrot,-4,1
petanda,-3,1
sistematik,-3,2
cekluk,-3,1
tensi,-5,1
suni,-3,1
modal,-5,1
sama sekali,-3,1
sistematis,-5,1
larut,-3,1
berlepasan,-3,1
takaran,-3,1
informasi,-5,1
osteoporosis,-4,1
ajang,-5,1
geret,-4,1
hakam,-3,1
terjengkang,-3,1
kerising,-3,1
penurunan,-3,1
kalang-kabut,-3,1
urita,-5,1
perkawinan,-5,1
pelerai,-4,1
geletik,-4,1
congek,-4,1
gosok,-4,1
pengangkutan,-4,1
berlabuh,-3,1
ketus,-3,2
solek,-4,1
senyur,-3,1
berdakwa,-5,1
tersirep,-3,2
bunga hati,-3,1
menusuk-nusuk,-3,1
memekik,-4,1
tumpasan,-3,1
susur tangan,-3,1
safinah,-3,1
robek,-3,1
aplikasi,-3,1
mustaka,-4,1
menunggu,-4,2
cekatan,-3,1
ketul,-4,1
tercantol,-4,1
menginsinuasi,-3,1
menerima kenyataan,-3,1
tempat,-4,1
korupsi,-3,1
menongkrong,-4,1
mengolet,-5,1
penurut,-5,1
jengkel,-4,1
berteman,-3,1
menggelup,-4,1
resah,-4,1
terlalah,-3,1
belati,-4,1
lahang,-3,1
laur,-4,1
caplak,-4,1
anak,-3,1
gang,-3,2
bertelanjang,-3,1
ocehan,-4,1
angguran,-5,1
puputan,-5,1
buka mata,-3,1
kiamat,-5,1
menyanggah,-4,1
menendang,-3,2
menginterupsi,-3,1
merunjang,-3,1
berserakan,-3,1
rata,-5,1
jerat semata,-4,1
eklektis,-4,3
pengantara,-5,1
menerpa,-3,1
mencura,-3,1
bersila,-3,1
menyerahkan jiwa raga,-4,2
menganeksasi,-4,1
waras,-4,1
sun,-5,1
mempertimbangkan,-4,1
naik darah,-3,1
sember,-4,1
percabangan,-4,1
menambak,-3,1
pencemaran,-4,1
jeput,-3,1
mengedrop,-3,1
mangut,-4,1
sorangan,-5,1
dangkal,-3,1
spion,-3,1
terlukis,-3,1
kesomplok,-4,1
mencengkelong,-5,1
pengang,-3,1
formal,-5,1
prosais,-4,2
seni,-5,1
gebung,-4,1
tercemas,-3,1
gabal,-3,1
menyayat hati,-4,1
menyela,-5,1
belu-belai,-5,1
membohongi,-4,2
kembung,-3,1
kehuru-haraan,-4,1
keliru,-5,1
serabutan,-3,1
batuk kecil,-5,1
merawat,-5,1
gerepes,-3,1
tersayat,-4,1
balairung,-5,1
seru,-3,1
samar,-4,1
ingsut,-3,1
siklon,-3,1
menentang,-3,1
bunga,-5,1
rancap,-4,1
diskrepansi,-4,1
rancau,-4,1
berpusu,-3,1
gencat,-5,1
bertonggakkan,-5,1
puyan,-3,1
berkerumun,-4,1
terlalaikan,-4,1
enas,-5,2
memuakkan,-3,1
lincah,-4,1
rancak,-3,1
telantar,-4,1
mati pucuk,-5,1
congkak,-3,1
apkir,-3,1
berapat-rapat,-3,1
cakus,-3,2
menggasak,-3,1
mewujud,-5,1
morfin,-4,2
bongkong,-5,1
bersabung nyawa,-5,1
bergaul,-3,1
aco-acoan,-5,1
pencolek api,-3,1
menyikat,-4,1
timbangan,-5,1
mendiami,-5,1
bergajul,-3,1
erangan,-3,1
datang,-5,1
slebor,-3,1
bertebaran,-5,1
birah,-3,1
ajakan,-4,1
caci,-5,1
keluhan,-4,1
memuluskan,-4,1
tuah,-3,1
demek,-5,1
lanjut,-3,1
mencekik,-3,1
lihai,-4,1
bersempena,-3,1
taun,-3,1
menggunung,-5,1
berakar,-5,1
taut,-4,1
raguk,-3,1
tuas,-4,1
merdesa,-3,1
mala,-5,1
keder,-4,1
petugas,-4,1
mencamuk,-4,1
pusung,-3,2
kincit,-5,1
cemeh,-5,1
kafilah,-3,1
lolos,-5,1
berhati walang,-3,1
terpisah,-4,1
menceret,-3,1
inaugurasi,-5,1
menjeburkan,-3,1
rompong,-3,1
tingau,-4,1
penghapus,-4,1
tahi,-5,2
bertapa,-5,1
menyadau,-5,1
menyemangati,-3,1
permai,-3,1
cerita burung,-4,1
kelusuh-kelasah,-4,1
menuba,-5,1
peserta,-4,1
tertunda,-3,2
bersandarkan,-3,1
narasi,-3,1
mengonslah,-5,1
bengkok,-3,3
besar perut,-4,1
mengetes,-3,1
menimbang-nimbang,-5,1
marah,-3,1
buang air kecil,-3,1
sumbing,-4,1
seranah,-3,1
seman,-5,1
sigap,-3,1
wangsit,-3,1
mencungkil,-5,1
menguar,-5,1
membentak,-4,1
jodoh,-5,1
asumsi,-3,2
cupul,-3,1
berlompatan,-3,1
tulang,-5,1
arbitrer,-4,1
kurang pikiran,-5,1
kerosek,-3,1
jobak,-4,1
serenging,-4,1
bertumbuk,-5,1
jongkok,-4,2
teks,-5,1
ranai,-4,1
hakiki,-5,1
geladir,-5,1
anak air,-4,1
sangsi,-3,1
embat,-3,1
kesusahan,-3,1
garang,-3,1
bangkang,-3,1
lintar,-4,1
dangkap,-4,2
kejar,-5,1
persediaan,-5,1
el,-3,1
erot,-4,1
bertemu roma,-4,1
mam,-5,1
menyerampang,-3,1
menganjurkan,-5,1
bekicot,-4,2
bangle,-5,1
usikan,-4,1
teladan,-4,1
patuk,-5,1
daya upaya,-4,1
patut,-3,1
bertautan,-3,1
menyungkit,-4,1
lata,-3,1
bengkerap,-5,1
senat,-3,1
bercorak,-4,1
kekerabatan,-4,1
luntur,-3,1
bersebaran,-4,1
deklarasi,-3,1
relevansi,-5,1
kedut,-3,1
idola,-3,1
toboh,-4,1
tercerai,-3,1
senteng,-3,1
merefleksikan,-3,1
berjihad,-4,1
simpatik,-3,1
timbul,-3,1
timbun,-3,1
tercekluk,-4,2
kunarpa,-4,1
pialang,-4,1
penubuhan,-5,1
terudak,-3,1
berat ekor,-4,2
kasep,-5,1
keremus,-3,1
gagap,-4,1
mematut-matut,-4,2
cakap angin,-3,1
cercah,-4,1
menguburkan,-5,1
gembil,-5,1
hilang semangat,-4,1
mereken,-3,1
membakar,-4,1
menengahi,-5,1
sambit,-4,1
belingsat,-5,1
lembaga,-3,1
seluk-beluk,-4,1
menyita,-3,1
oyong,-3,1
membukukan,-3,2
menyebelah,-3,1
menancap,-4,1
bebat,-4,1
menyusup,-4,1
pendek akal,-5,2
membeli,-4,1
kelengangan,-4,1
menyembilu,-3,2
mumi,-4,1
cempala mulut,-4,1
putih,-3,1
beralaskan,-4,1
tetesan darah,-5,2
bulsak,-3,1
gapura,-4,1
peruntungan,-5,1
pembabil,-4,1
kurang ajar,-4,1
angkup,-4,1
geregetan,-3,2
tinju,-3,2
mengisruhkan,-5,1
inferior,-5,1
mengunyah,-5,1
titik berat,-3,1
ahli bahasa,-3,1
bertengkar,-3,1
terdampar,-4,1
cempelung,-5,1
penata,-5,1
pun,-3,1
gempuran,-4,2
jemari,-4,1
resesi,-4,2
bongkar-bangkir,-3,1
reca,-4,1
roh jahat,-5,1
pub,-3,2
berat otak,-5,1
bertarak,-3,1
mengias,-4,1
kemuraman,-3,2
penutur bahasa,-5,1
basi,-3,1
menyingsing,-4,1
penindasan,-5,1
sayu rayu,-4,1
tangisan,-3,1
ampel,-4,1
mengharukan,-3,1
lotre,-3,1
tahu,-3,1
amtenar,-3,1
ketuat,-5,1
mengarik,-4,2
dongkel,-3,1
riuk,-5,1
wejang,-4,1
rompyok,-5,2
banyak cincong,-5,1
terbangai,-4,1
kuno,-5,1
ketumbukan,-3,1
ke belakang,-4,1
kesengsaraan,-3,2
sampai,-3,1
dina,-3,1
tekek,-4,1
mengeremus,-3,1
sapi jantan,-4,2
warta,-4,1
pumpun,-3,1
berlawanan,-3,1
sivilisasi,-3,1
batuk lelah,-3,1
laluan,-4,1
membeda-bedakan,-5,1
kapal,-3,2
melaksanakan,-4,1
emper,-4,1
terdesak,-5,1
mencetak,-3,1
tumpul otak,-5,1
tertegak,-5,1
kebentok,-3,1
tersuruk,-3,1
bertalun-talun,-5,1
stori,-3,1
bongak,-3,1
bertokok,-5,1
renyem,-3,1
ruyup,-3,1
embus,-5,1
memperhitungkan,-3,1
jamin,-4,1
kering,-3,1
cumbuan,-3,1
gempita,-3,1
penarah,-3,1
kardinal,-5,1
edaran,-3,1
berpada-pada,-4,1
lebar,-4,1
tertuju,-3,1
menumpas,-3,1
akar,-4,2
berkilah,-4,1
gebang,-5,1
menonjolkan,-4,1
hanya,-4,1
menggoyahkan menggerakkan,-4,1
menggema,-4,1
metode,-5,1
berkeras-kerasan,-4,1
memantai,-3,1
berkarat,-4,1
memantak,-4,1
gara-gara,-4,1
perbaraan,-3,1
legalisasi,-3,1
gurau,-5,1
ginding,-3,1
pukul,-4,2
tunggul,-4,2
menunjukkan,-3,1
karu,-3,1
kilang,-5,2
tosan aji,-5,1
mulut gapil,-3,1
agen,-4,1
menekankan,-4,1
balik adab,-4,1
menyelinap,-3,1
berdoa,-3,1
ketimpangan,-4,1
parlente,-3,1
sontak,-4,1
gendut,-3,1
gelis,-4,1
bersisalak,-5,1
zero,-3,2
melantak,-4,1
bertian,-3,1
pasal,-4,1
simak,-4,1
main kayu,-3,1
azimat,-5,1
menjalari,-4,1
kompleksitas,-5,1
mengerkau,-3,1
garit,-4,2
selubung,-5,1
jembalang,-5,1
tersirah,-4,1
beragam,-4,1
silang selisih,-4,1
kebangkitan,-4,1
amah,-3,1
ceracau,-3,1
cegak,-4,1
ceracam,-3,1
mengorek,-4,1
watu,-4,1
berduaan,-3,1
indolen,-4,2
sapi,-3,1
goyah,-4,1
muflis,-3,1
kerabat,-5,1
kedai minuman,-3,1
kabin,-4,1
pekir,-3,1
berzikir,-3,1
penyelidikan,-4,1
menyatukan,-3,1
semaput,-3,1
kempa,-5,1
rangkul,-5,1
berlandaskan,-5,1
serangan,-3,1
pukulan,-3,1
ukir,-3,1
hamil,-3,1
membobol,-4,1
penumpang,-3,1
kegaduhan,-5,1
cengung,-5,1
hamik,-3,1
kambuh,-5,2
tukar,-3,1
tukas,-3,1
bahlul,-5,1
merunyamkan,-3,1
makan bawang,-4,2
menyodorkan,-4,1
beringsut,-3,1
sangit,-3,1
belendung,-3,1
malu mata,-3,1
bersiteguh,-3,1
peragaan,-3,1
bertemperasan,-5,1
meranggah,-5,2
reput,-4,1
kebirahan,-4,1
mengayunkan,-4,1
memberantas,-5,1
bertudung lingkup,-3,1
nyenyak,-3,1
sumpek,-4,1
berguam,-4,1
memeriksa,-4,1
kada,-3,1
langkap,-5,1
menyalakan,-4,1
inai,-4,1
menggarangkan,-3,1
giang,-5,1
rayah,-4,1
menghabisi,-5,1
bersangkut,-4,1
langkan,-5,1
ambil,-4,1
urun,-3,1
mencemat,-3,1
nyenyat,-5,1
bergolak,-3,1
berzina,-4,1
memikirkan,-5,1
pencahayaan,-4,1
ternoda,-3,1
talun,-4,1
bedel,-4,1
kasip,-5,1
sila,-4,1
sapit,-3,1
terpa,-5,1
keran,-3,1
berselisih,-4,1
kerai,-5,1
oposisi,-5,1
hardik,-4,1
sifer,-3,1
menyakatkan,-5,1
meranyah,-3,1
penghambat,-4,2
gerombong,-3,2
merambak,-4,1
cadang,-4,1
gela,-5,1
daging tumbuh,-5,1
penongkat senduk,-4,2
berserah,-5,1
lelembut,-3,1
menembis,-5,1
murus,-3,1
bertukar akal,-5,1
kemunduran,-5,1
rengeh,-5,1
angit,-5,1
tajak,-4,1
porak-poranda,-3,1
terjungkal,-3,1
reba,-5,1
meladeni,-4,1
retak,-5,1
karena,-4,1
belulang,-4,1
jembel,-4,1
pembersih,-4,1
biksah,-3,2
mayit,-3,2
tersampuk,-3,1
inga,-3,1
afiliasi,-4,1
kaki ayam,-3,1
persesuaian bunyi,-3,1
mengendur,-4,2
menggelogok,-5,1
menghancurkan,-4,1
tercengung,-3,1
lambang,-3,1
berpangku tangan,-3,1
meredik,-3,1
bangkai,-5,1
defisit,-5,1
getaran,-5,1
kelangkan,-4,1
tapa-tapa,-3,1
semenggah,-3,1
terkejar,-5,1
baktau,-3,1
cacing,-3,1
menggabungkan,-5,1
uyuh,-3,1
pilu,-3,1
membaik,-4,1
beregu,-3,1
cendala,-3,1
mengempis,-4,1
mengawali,-5,1
memanggang,-4,1
merukunkan,-3,1
bambung,-5,1
bandit,-3,1
omongan,-4,1
menggeleng,-3,1
celaan,-3,1
menyeberang,-4,1
berpalit-palit,-3,1
bersembahyang,-4,1
gaung,-3,1
semburan,-4,1
menyabung,-4,1
lecap,-5,2
dapra,-3,1
membocorkan,-3,1
himpunan,-3,1
tersara bara,-3,1
banteng,-3,1
bergamit,-3,1
bersempuras,-4,1
mengonyok,-4,1
kabinet,-3,1
serakan,-4,1
maherat,-4,1
onak,-3,1
kecabuhan,-3,1
berkuliah,-4,1
merapunkan,-3,1
bergosok,-4,1
dum,-4,1
rasio,-3,1
satire,-5,1
getap,-3,1
terjerumus,-3,1
jeraus,-3,1
pa,-3,1
melulu,-5,2
khabis,-3,1
mengemukakan,-3,1
penyadur,-3,1
pangkal kerongkongan,-4,1
iman,-5,1
memasak,-3,1
cium,-3,1
awut,-3,1
kronis,-5,1
parokial,-3,2
cotok,-4,1
antun,-3,2
kuyu,-4,1
pasangan hidup,-3,1
udara,-3,1
biji buah,-5,1
mitra,-4,1
tabungan,-3,1
bersuka-sukaan,-5,1
memerli,-3,1
abon,-4,1
dinasti,-5,1
mencegah,-3,1
beranang,-4,1
nanar,-5,1
nakal,-5,1
mendungas,-4,1
senyap,-4,1
muatan,-3,1
tertindas,-5,1
grip,-3,1
berburuk,-3,1
huda,-5,1
kayangan,-5,2
alai-belai,-5,1
domba,-3,1
menyiksa,-3,1
sumpah serapah,-5,1
kekotoran,-4,1
rim,-4,1
cerup,-3,1
jotos,-5,1
ragam,-3,1
menggoyangkan,-5,1
geladah,-5,1
lingsir,-4,1
open,-3,1
obsolet,-4,1
bengis,-5,1
ongkang-ongkang,-5,2
anggai,-5,1
gemeletek,-3,1
memaki,-3,1
otak telur,-4,1
gering,-4,1
memaku,-3,1
berpadu,-4,1
menelanjangi,-5,2
rute,-5,1
konsistensi,-5,1
berakhlak,-3,2
pusing keling,-3,1
nyanyang,-3,1
dekil,-3,1
tapak kaki,-4,2
bonus,-3,1
cahari,-4,1
berpartai,-4,1
seluk beluk,-5,1
gemblung,-5,1
kenyih,-5,1
menambus,-3,1
bergaduh,-3,1
bentrok,-4,1
paganisme,-3,1
bercintaan,-4,1
seko,-3,1
gabuk,-3,1
tiup-tiup,-3,1
berseloroh,-4,1
keletah,-4,1
sampur,-5,1
pameran,-3,1
pelaksanaan,-3,1
merencah,-5,1
mendongkolkan,-5,1
sampul,-5,1
sampuk,-5,1
langis,-3,1
cempera,-4,1
malapetaka,-3,1
ampu,-5,1
peluru,-4,1
tim,-3,1
menyorongkan,-4,1
lacur,-5,1
mendiskreditkan,-3,1
kendatipun,-4,1
pasak,-4,1
berkolusi,-3,1
buka,-4,1
izin,-3,1
garib,-4,1
menghirup,-5,1
mendebarkan,-4,1
panji-panji,-3,1
berengsaan,-3,1
saksama,-3,1
guyon,-4,1
butek,-5,1
menyamakan,-3,1
meremang,-3,1
bertapakkan,-3,1
kolaps,-3,1
bengap,-4,1
menyabot,-3,1
menekan,-3,1
kecipir,-5,1
bertentangan,-4,1
dwiganda,-4,1
bergaung,-3,1
keaiban,-3,1
meruak,-4,1
teknik,-5,1
khalwat,-3,1
wasit,-3,1
menampik,-3,1
ke-tidakjelasan,-3,1
empang,-3,1
berganggang,-4,1
pengukuhan,-5,1
menggunting,-5,1
jelukan,-3,1
pretel,-3,1
intimidasi,-4,1
hadang,-3,2
penyepit,-4,1
mencerup,-3,1
