date,original_tweet_text,tweet
Fri Feb 04 01:09:50 +0000 2022,"@Catatan_ali7 td udah sy contohkan kalo ptm ditutup masihlah bs org cari uang tp kl cafe yg ditutup kan gk ada omset dia, trus karyawannya gk kerja dan pajak pun pasti berhenti, itu mungkin yg terjadi menurut saya lho ya dan salah satu contoh pertimbangannya, mungkin kl mau jelas tanya pak Gub",sudah saya contohkan kalau ptm ditutup cari uang kalau cafe ditutup gak ada omset karyawannya kerja pajak pasti berhenti mungkin terjadi menurut saya lho salah contoh pertimbangannya mungkin kalau mau jelas tanya gub
Fri Feb 04 01:09:46 +0000 2022,@mattchafrrape Iyaa dia mager ptm karena nggak punya temen wkwk,iyaa mager ptm karena nggak punya temen wkwk
Fri Feb 04 01:08:27 +0000 2022,pgn cepet cepet ptm ಥ_ಥ,pengen cepet cepet ptm
Fri Feb 04 01:07:17 +0000 2022,"Kampus aing gk jadi ptm tapi bulan feb aja, sekalian online aja krn disini juga kasus lagi naik. Sekolah SMA aing udh kena :"")",kampus aing gak jadi ptm feb aja sekalian online aja karena kasus lagi naik sekolah sma aing sudah kena
Fri Feb 04 01:07:15 +0000 2022,"@yuwantino12 @CahTalang2 @bisnis_h @CNNIndonesia @LuhutBinsarFans yaudah kalo ptm 100% masih jalan sekalian cabut status pendemi, biarin rakyat hidup bebas .. ini malah gak jelas bulan desember brita covid terkendali ehh skrng naik lagi .. covid covid tai kucing !!",yaudah kalau ptm jalan sekalian cabut status pendemi biarin rakyat hidup bebas malah gak jelas desember berita covid terkendali ehh sekarang naik lagi covid covid tai kucing
Fri Feb 04 01:07:00 +0000 2022,"AAAAA TIDAKKK, PTM NYA 50% LAGIII",aaaaa tidak ptm lagi
Fri Feb 04 01:06:06 +0000 2022,"RT @Catatan_ali7: @Dj_Bams74 Kalau pertimbanganya sektor ekonomi

Ya pendidikan juga ada pertimbangan nya seperti yg ditulis dalam berita t…",kalau pertimbangnya sektor ekonomi pendidikan ada pertimbangan seperti ditulis dalam berita
Fri Feb 04 01:06:01 +0000 2022,"PTM boleh, mudik ngga boleh. Awas aja lu yak 🥺",ptm boleh mudik boleh awas aja yaa
Fri Feb 04 01:06:00 +0000 2022,IYA duh takut bgt mana senin mau ptm 😭😭 smoga pjj dulu ajadeh ngeri https://t.co/f6VRMWi6kQ,iya duh takut banget mau ptm semoga pjj aja deh ngeri
Fri Feb 04 01:05:43 +0000 2022,@heavensbeeeee @schfess BARU SADAR KOK PJJ SIH GOBLOK HARUSNYA PTM,sadar pjj goblok ptm
Fri Feb 04 01:05:30 +0000 2022,udah bener ptm malah daring lagi ngentot,sudah bener ptm malah daring lagi ngentot
Fri Feb 04 01:05:17 +0000 2022,"Gak PTM, gak PJJ, pasangan ini selalu lucu. WKWKKW. WOKWOKWOKWOK",gak ptm gak pjj pasangan selalu lucu wkwk wkwk
Fri Feb 04 01:05:11 +0000 2022,Mari berdoa biar hari ini ngga hujan🤲 hari ini ptm ke rumah siswa yg jaraknya 17km🙂 ngajar sekalian touring😅,mari berdoa biar hujan ptm rumah siswa jaraknya km ngajar sekalian touring
Fri Feb 04 01:05:07 +0000 2022,udah seneng2 ptm 100% eh pjj,sudah seneng ptm eh pjj
Fri Feb 04 01:04:19 +0000 2022,elah LU GAUSAH PAMER KALO LAGI PTM,yaelah gausah pamer kalau lagi ptm
Fri Feb 04 01:04:18 +0000 2022,"gatau kenapa ptm sama pjj sama, sama’ bisa nyontek kalau ulangan",gatau ptm sama pjj sama sama nyontek kalau ulangan
Fri Feb 04 01:03:58 +0000 2022,"@ProfesorZubairi Itu yang kumpul2 nonton barongsai juga, knapa cuma ptm doang?",kumpul nonton barongsai cuma ptm doang
Fri Feb 04 01:02:39 +0000 2022,"@schfess Tapi sekolah gweh di kediri dah daring, tapi kalo di nganjuk masi ptm teruss😋🤙🤙",sekolah gue kediri dah daring kalau nganjuk ptm
Thu Feb 03 09:56:25 +0000 2022,"@seokjyniee ptm, ihh enak bangett",ptm ihh enak bangett
Fri Feb 04 01:02:25 +0000 2022,ni kalian jd pjj smpe seterusnya kah? knp gw cuma harini aja ya pjj senen balik ptm,kalian jadi pjj sampai seterusnya gue cuma aja pjj balik ptm
Fri Feb 04 01:02:05 +0000 2022,"@yonk_lucu Aminn bgt kalo pjj ini mah, serem bgt kalo liat tl tu banyak yg + pas ptm😩",amin banget kalau pjj mah serem banget kalau liat banyak ptm
Fri Feb 04 01:02:01 +0000 2022,@pacarjaembul semangat ptm nya!!,semangat ptm
Fri Feb 04 01:01:43 +0000 2022,"@aishairwn Gk bget dah, udh enakan ptm😔☝",gak banget dah sudah enakan ptm
Thu Feb 03 09:34:55 +0000 2022,yuk ptm lagii,yuk ptm lagi
Fri Feb 04 01:00:57 +0000 2022,@schfess Barusan aku jemput sepupuku yg gajadi ptm karena di sebelah sekolahnya ada yg positip wkwk,barusan aku jemput sepupuku gajadi ptm karena sebelah sekolahnya ada positip wkwk
Fri Feb 04 01:00:42 +0000 2022,@ltydrugs @lljn00 kamu udah pjj lagi? doain semoga nular pjj nya aku ga suka ptm temen² kelas ku kayak setan,sudah pjj lagi doain semoga menular pjj aku suka ptm temen kelas kayak setan
Fri Feb 04 01:00:38 +0000 2022,"RT @samsularifinnnn: Bagi perusahaan yg menerapkan test &amp; tracing dgn  baik.. disaat prokes yg kendoorrrr, PTM 100% ini sgt2 mempengaruhi p…",bagi perusahaan menerapkan test tracing baik prokes kendor ptm sangat mempengaruhi
Fri Feb 04 01:00:37 +0000 2022,@elljjhvlas ckckck saya loh ptm ini mau berangkat kasian yang sekolahnya di rumah,ckckck saya ptm mau berangkat kasian sekolahnya rumah
Fri Feb 04 01:00:35 +0000 2022,"RT @ItsMe_RBH: Jika demi kesehatan dan keselamatan anak-anak di DKI, abaikan saja penolakan itu Pak @aniesbaswedan.! Jalankan PJJ seperti…",jika kesehatan keselamatan anak anak dki abaikan saja penolakan jalankan pjj seperti
Fri Feb 04 01:00:16 +0000 2022,cian bgt yg daring lg :( alhamdulillah aku msh ptm hihi,kasian banget daring lagi alhamdulillah aku ptm hihi
Fri Feb 04 00:59:45 +0000 2022,iri iri iri sama yang masih ptm,iri iri iri sama ptm
Fri Feb 04 00:59:33 +0000 2022,Udah nyaman PTM eh daring lagi,sudah nyaman ptm eh daring lagi
Fri Feb 04 00:59:31 +0000 2022,gila kasus harian cvd naik bgt... minggu depan uda ptm k4mpus😭😭😭 duh muk tenggelam ajjjj https://t.co/zjD9OpFQML,gilaa kasus covid banget sudah ptm mampus aduh muka tenggelam aja
Fri Feb 04 00:59:24 +0000 2022,"@schfess Sorry but gue lebi suka ptm, gpp de hybrid yg penting ptm, bcs mk gue 90% praktek 😘😘😘",sorry gue lebih suka ptm deh hybrid penting ptm mata kuliah gue praktek
Fri Feb 04 00:59:21 +0000 2022,"@AoiLunatic88 bocahnya? atau kita?
Kita kan tim PTM selalu meski banjir bandang menyerang, meski panas tinggi juga mah",bocah tim ptm banjir bandang menyerang panas tinggi mah
Fri Feb 04 00:58:29 +0000 2022,udh gadapet ijin ptm tp sekolah tetap ptm 😀😀😀,sudah gadapat ijin ptm sekolah tetap ptm
Fri Feb 04 00:58:28 +0000 2022,"@uchynagaeri enggak, aku malah masih PTM 100%. emang kenapa kok pjj lagi kamu?",enggak aku malah ptm emang pjj lagi
Fri Feb 04 00:58:22 +0000 2022,SEKOLAH GW MASI PTM ANJJJ LAGI NAIK KOK NEKAT BANGET SIH SEKUL GW https://t.co/ASwlXDxmbH,sekolah gue ptm anjing lagi nekat banget sekolah gue
Fri Feb 04 00:58:19 +0000 2022,@hnurwahid @aniesbaswedan Kalau benar omicron SANGAT BDRBAHAYA dan ada yang ditolak permohonan penghentian PTM nya.. maka yang menolak telah melakukan perencanaan pembunuhan kepada anak sekolah dan para pendidiknya. Kira2 begitu pendapat saya,kalau benar omicron sangat berbahaya ada ditolak permohonan penghentian ptm maka menolak telah melakukan perencanaan pembunuhan kepada anak sekolah para pendidiknya kira begitu pendapat saya
Fri Feb 04 00:58:13 +0000 2022,minggu depan sekolah ku ptm 50% yess,sekolah ptm yes
Fri Feb 04 00:58:11 +0000 2022,"@subschfess Ptm, gue selalu kehilangan semangat belajar kalo pjj, kalo di sekolah kan bisa sambil ngobrol atau diskusi sama temen,  materi juga jadi lebih ngerti",ptm gue selalu kehilangan semangat belajar kalau pjj kalau sekolah sambil ngobrol diskusi sama temen materi jadi lebih ngerti
Fri Feb 04 00:57:52 +0000 2022,"@schfess klo selama masuk ptm lu ga jaga prokes yes lu salah tp klo udh pake masker jaga jarak tp ttp kena ofc it's not ur fault, ibu2 emg mulutny kek anjing nder, anggep aja anjing menggonggong atau angin lewat, smangat senderr",kalau selama masuk ptm jaga prokes yes salah kalau sudah pakai masker jaga jarak tetap kena ofc ur fault emg mulutnya kayak anjing nder anggep aja anjing menggonggong angin lewat semangat sender
Fri Feb 04 00:57:30 +0000 2022,@sparksmingi gjdi ptm covid tinggi lol wkkwkw,gajadi ptm covid tinggi lol wkwk
Fri Feb 04 00:57:28 +0000 2022,"@youngtaelvity kalo aku ptm 50% kaa, hari ini doang yang bdr sama rabu itujuga kao rabu setengah hari di sekolah trus siangnya bdr deh",kalau aku ptm doang belajar dari rumah sama setengah sekolah belajar dari rumah deh
Fri Feb 04 00:56:55 +0000 2022,kalian yg udah ptm kalian lebih suka online apa offline guys😭,kalian sudah ptm kalian lebih suka online offline guys
Fri Feb 04 00:56:32 +0000 2022," @Cintada16 Bukan bela. Tapi setidaknya dia uda nolak ptm di saat seperti skarang.  Dan ditolak pemerintah pula Dalam sisi ini dia lebih baik.",bukan bela setidaknya sudah tolak ptm seperti sekarang ditolak pemerintah pula dalam sisi lebih baik
Fri Feb 04 00:55:50 +0000 2022,@jujuryl Gua belum ptm sama sekali🥺,gua belum ptm sama sekali
Fri Feb 04 00:55:36 +0000 2022,Baru kemarin gua PTM anjir☺️🙏 https://t.co/tXk4AeUYcC,kemarin gua ptm anjir
Fri Feb 04 00:55:14 +0000 2022,"@yonk_lucu Pagiii.. Ga bisa semangat, masi pusing mikirin ptm senin nanti tp gada kejelasan😔",pagi semangat pusing mikirin ptm nanti kejelasan
Fri Feb 04 00:55:10 +0000 2022,ptm tpi dosennya gaada ajg https://t.co/2K8WwVJQk8,ptm dosennya gaada anjing
Fri Feb 04 00:54:53 +0000 2022,"RT @CHOKYPARHAS: Jadi bingung nih gaes, Presiden minta PTM dihentikan, tapi Lord Luhut tidak setuju...???",jadi bingung guys presiden minta ptm dihentikan lord luhut tidak setuju
Fri Feb 04 00:53:50 +0000 2022,"oiya jelas ptm dong, bisa stres gue pjj mlu https://t.co/d67ELlSumT",iya jelas ptm dong stres gue pjj mulu
Fri Feb 04 00:53:42 +0000 2022,RT @notsamwitiwicky: @ProfesorZubairi Yuk pak ngajar PTM dan PJJ di sekolah deh sekali-kali. Khususnya sekolah negeri yang masih banyak sis…,yuk ngajar ptm pjj sekolah deh sekali khususnya sekolah negeri banyak sis
Fri Feb 04 00:53:26 +0000 2022,@orwenjie ptm garis keras,ptm garis keras
Fri Feb 04 00:52:43 +0000 2022,@convomfs Belum ada pemberitahuan sih tapi sekarang iya harusnya ptm tp disuruh pjj,belum ada pemberitahuan sekarang iya ptm disuruh pjj
Fri Feb 04 00:52:39 +0000 2022,@Rarahvs aku kayaknya ptm terus sih,aku kayaknya ptm
Fri Feb 04 00:52:28 +0000 2022,"@fadlizon PTM lanjut sekolah mewajibkan swab antigen mandiri, lumayan tiap minggu orang tua murid keluarkan dana ekstra untuk antigen.
Catatan: ada 3 anak yg sekolah dan swab antigen mandiri @Rp59rb sekali swab",ptm lanjut sekolah mewajibkan swab antigen mandiri lumayan tiap tua murid keluarkan dana ekstra antigen catatan ada anak sekolah swab antigen mandiri sekali swab
Fri Feb 04 00:52:11 +0000 2022,"punya sekolah maksa bgt ptm, tapi mau aman",punya sekolah maksa banget ptm mau aman
Fri Feb 04 00:51:58 +0000 2022,ih males banget sekolah gue PTM 50% lagii,iih males banget sekolah gue ptm lagi
Fri Feb 04 00:51:48 +0000 2022,"hari ini aku sklh online...lagi, padahal udh enak ptm pake sesi :D",aku sekolah online lagi sudah enak ptm pakai sesi
Fri Feb 04 00:51:46 +0000 2022,bingung mau seneng apa sedih ptm distop.. https://t.co/iM8da63X7l,bingung mau seneng sedih ptm distop
Fri Feb 04 00:51:45 +0000 2022,"@Catatan_ali7 PTM dibuka atau ditutup anies bakal tetp disalahkan oleh pembencinya, soal pilres kalo emang gk suka gk usah dipilih skip aja gk usah buat narasi seolah kamu paling pinter, memangnya apa yg sdh kamu lakukan",ptm dibuka ditutup anies bakal tetap disalahkan oleh pembencinya soal pilres kalau emang suka gak usah dipilih skip aja gak usah buat narasi seolah paling pinter memangnya sudah lakukan
Fri Feb 04 00:51:10 +0000 2022,"Sesuai prediksi, PTM 100% hanya bertahan sebulan (Januari). Bulan ini kita kembali separo-separo again 😂 https://t.co/BhepRoKD3F",sesuai prediksi ptm bertahan januari kembali separuh separuh
Fri Feb 04 00:50:37 +0000 2022,KKE NYA KALO NTAR PTM GUE MAU MENGHILANG AJA DEHHH,kalau bentar ptm gue mau menghilang aja deh
Fri Feb 04 00:50:30 +0000 2022,@kyoongpi06 @Askrlfess Iya padahal enak ptm,iya enak ptm
Fri Feb 04 00:50:28 +0000 2022,@hahahawibu 😭😭😭 gue udah ptm dari januari eh skrg pjj lagi sdih,gue sudah ptm dari januari eh sekarang pjj lagi sedih
Fri Feb 04 00:50:18 +0000 2022,"bokap w bisa curiga kalo sekolah cuma 2 jam doang 😃 btw nih pjj lagi. Cuma dibagi seminggu sekali ptm, seminggu nya pjj https://t.co/HXZ4l5xi7A",curiga kalau sekolah cuma jam doang way pjj lagi cuma dibagi sekali ptm pjj
Fri Feb 04 00:50:16 +0000 2022,"@Catatan_ali7 Bkn soal taat tp lebih punya kesadaran lebih, lagian pertimbangan sektor ekonomi juga jd tentu pertimbangan, kl usaha gk buka gk bisa makan tp kl sekolah yg gk buka masihlah bisa makan, lagian kalopun PTM gk ditutup pasti tetep disalahkan jg kan apapun salah anies sekarang ini",bukan soal taat lebih punya kesadaran lebih lagian pertimbangan sektor ekonomi jadi tentu pertimbangan kalau usaha gak buka gak makan kalau sekolah gak buka masihlah makan lagian kalau ptm gak ditutup pasti tetap disalahkan apapun salah anies sekarang
Fri Feb 04 00:50:07 +0000 2022,"Delta, kluster perkantoran, sulung. Omicron, kluster ptm 100, si tengah. ku lelah. sangat.",delta kluster perkantoran sulung omicron kluster ptm tengah lelah sangat
Fri Feb 04 00:49:22 +0000 2022,"Belum Ada Temuan Klaster Corona di Sekolah Sragen, PTM Tetap Berjalan 100 Persen  https://t.co/TV0vCIM3OP",belum ada temuan klaster corona sekolah sragen ptm tetap berjalan persen
Fri Feb 04 00:49:10 +0000 2022,"RT @Catatan_ali7: Tutup dulu "" dunia malam "" jika semua sudah tutup semua baru sasar SEKOLAH (STOP PTM)  lh cafe cafe dijakarta terutama…",tutup dunia malam jika semua sudah tutup semua sasar sekolah stop ptm lh cafe cafe jakarta terutama
Fri Feb 04 00:48:51 +0000 2022,"kwkwkwk lu liat dah ini yg kata mya ptm 50% supaya anak” bisa paham? Anjeng paham bapak lo ini zoom pake laptop siswa, web cam gak bisa dipake, internet pake kuota gue. Super duper mega gws buat gue yg kuota nya dipake dan buat yg di rumah gak paham apa apa https://t.co/tvIEG8j6GP",wkwk liat dah kata ptm supaya anak paham anjeng paham bapak zoom pakai laptop siswa web cam gak dipake internet pakai kuota gue super duper mega get well soon buat gue kuota dipakai buat rumah paham
Fri Feb 04 00:48:44 +0000 2022,"PTM di DIY Kembali 50 Persen, Wali Murid : Wah Pusing, Pusing Aku Tuh https://t.co/8GdQythXI1 via @tribunjogja",ptm diy kembali persen wali murid wah pusing pusing aku
Fri Feb 04 00:48:35 +0000 2022,@treasuremenfess jgn bikin pikir nder sy lagi ptm,jangan pikir nder saya lagi ptm
Fri Feb 04 00:48:10 +0000 2022,gue daring lagi.. pdhal uda nyaman ptm jujur😭,gue daring lagi sudah nyaman ptm jujur
Fri Feb 04 00:47:19 +0000 2022,@subschfess ptm walau gue ansos,ptm walau gue anti sosial
Fri Feb 04 00:46:57 +0000 2022,Gue ptm dari jam 7-9 wkwkwk itu sekolah apa nongkrong pakk,gue ptm dari jam wkwk sekolah nongkrong
Fri Feb 04 00:46:47 +0000 2022,@Titaleys @SIUPERNOVA ptm 50% pasti susah klo dipaksain offline semua makanya online,ptm pasti susah kalau dipaksain offline semua makanya online
Fri Feb 04 00:45:58 +0000 2022,"@convomfs engga, ini lgi PTM, minggu depan malah ptm 100% tpi pagi siang🙎🏻‍♀️",engga lagi ptm malah ptm pagi
Fri Feb 04 00:45:53 +0000 2022,"salah satu sma fav di jogja. awalnya ak pengen bgt bisa masuk, eh alhamdulillah bisa. tapi pas awal-awal sekolah, pengen pindah soalnya ga seasik di smaven. tapi ternyata pas udh ptm, asik-asik aj https://t.co/0YH3FqyVmT",salah sma fav jogja awalnya aku pengen banget masuk eh alhamdulillah awal awal sekolah pengen pindah soalnya asik ternyata sudah ptm asik asik aja
Fri Feb 04 00:45:38 +0000 2022,@orcanoe nggk suka ptm kak 😫☝🏻,nggak suka ptm
Fri Feb 04 00:45:19 +0000 2022,@schfess Aku kelas ipa 3 dan meraka kalo ambis ambis bgtttt gt terus juga pada aktifff bgtt kerasa bgt kalo ptm,aku kelas ipa kalau ambis ambis bangett aktif banget kerasa banget kalau ptm
Fri Feb 04 00:43:58 +0000 2022,ptm disetop supaya bisnis pcr mandeg? oh tdk mgkin sy stuju https://t.co/W2gtHnekSO,ptm distop supaya bisnis pcr mandeg oh tidak mungkin saya setuju
Fri Feb 04 00:43:38 +0000 2022,"hadeu semoga senin besok beneran ptm lagi, gue ga sanggup pjj",hadeh semoga besok beneran ptm lagi gue sanggup pjj
Fri Feb 04 00:43:23 +0000 2022,"@convomfs nggak, baru hari ini masuk ptm lagi😭😭 seneng tapi nanggung banget, besok libur",nggak masuk ptm lagi seneng nanggung banget besok libur
Fri Feb 04 00:42:50 +0000 2022,@subschfess Kalo disekolahku pjj sama ptm sih sama aja. Klo pjj juga selama ini ada jadwal zoom full dari pagi sampe siang. Dan aku lebih milih pjj supaya ga ngekos,kalau disekolahku pjj sama ptm sama aja kalau pjj selama ada jadwal zoom full dari pagi sampai aku lebih milih pjj supaya ngekos
Fri Feb 04 00:41:50 +0000 2022,"@serpihanasgor asli sumpah, ptm aja egx dpt😔",asli sumpah ptm aja dapat
Fri Feb 04 00:41:47 +0000 2022,@schfess padahal dah seneng PTM lebih gampang nyari nilai taunya PJJ😊,dah seneng ptm lebih gampang nyari nilai taunya pjj
Fri Feb 04 00:41:46 +0000 2022,@Cintada16 Pancen menyebalkan cara berpoliiknya.. bahasanya kalem santun tapi nyebelin.. udah tau PTM kewenangan kapala daerah masih dilempar lagi ke Pak Luhut dg alasan SKB 4 mentri.,pancen menyebalkan cara berpolitik bahasa kalem santun nyebelin sudah tau ptm kewenangan kapala daerah dilempar lagi luhut alasan skb mentri
Fri Feb 04 00:41:44 +0000 2022,"@convomfs gapernah make alarm, gue otomatis bangun. Kl emg ptm gue bakal bangun jam 3 atau 4. Kalo libur biasanya jam 5-7",make alarm gue otomatis bangun kalau emg ptm gue bakal bangun jam kalau libur biasanya jam
Fri Feb 04 00:41:39 +0000 2022,"Sekolah ku masih ptm, gatau bkl pjj ato gk",sekolah ptm gatau bakal pjj gak
Thu Feb 03 09:22:05 +0000 2022,"@Mdy_Asmara1701 Pak @aniesbaswedan jgn dengerin LBP,  krn ini akan menjadi tg jwb bpk di akherat kelak, ptm hentikan aja pak, ga ush minta perse7 an istana",jangan dengerin lbp karena menjadi tanggumg jawab akhirat kelak ptm hentikan aja usah minta perse istana
Fri Feb 04 00:41:31 +0000 2022,"belum pernah ngerasain ptm 100% karena lagi pkl, eh trs mau daring lagi?! surem bet putih abu"" sy 😭",belum pernah ngerasain ptm karena lagi pkl eh mau daring lagi surem banget putih abu saya
Fri Feb 04 00:41:17 +0000 2022,"@velnoun aslinya gue kemaren masuk, ptm.. tapi tiba2 dikasih edaran lagi buat lanjut pjj.. gatau sampe kapan",aslinya gue kemarin masuk ptm tiba dikasih edaran lagi buat lanjut pjj gatau sampai
Fri Feb 04 00:40:53 +0000 2022,"pdhal garagara ptm, ak jd egk nangis nangis lg https://t.co/kQM3bV6NoI",gegara ptm aku jadi enggak nangis nangis lagi
Fri Feb 04 00:40:30 +0000 2022,RT @KakakMade: Kenapa jadi drama ya? Sementara Gubernur Bali stop PTM kemarin malam aman aman saja.,jadi drama ya sementara gubernur bali stop ptm kemarin malam aman aman saja
Fri Feb 04 00:40:27 +0000 2022,"RT @orgcakepni: @schfess udh pjj lagi aja, banyak gaya jga ptm 100% di kira siswa nya semua pada taat prokes kali wkwk",sudah pjj lagi aja banyak gaya ptm kira siswa semua taat prokes wkwk
Fri Feb 04 00:40:22 +0000 2022,"Jika demi kesehatan dan keselamatan anak-anak di DKI, abaikan saja penolakan itu Pak @aniesbaswedan.! Jalankan PJJ seperti di Bogor, Tangerang dan Bekasi. Jangan cuma ngadu ke media.  https://t.co/pAmH4X1o2V",jika demi kesehatan keselamatan anak anak dki abaikan saja penolakan jalankan pjj seperti bogor tangerang bekasi jangan cuma ngadu media
Fri Feb 04 00:40:02 +0000 2022,"@detikcom Supaya ga sama2 salah, mari dibaca dulu isinya : Disini tidak ada kata yg menjelaskan penolakan selain itu disini orangtua bebas menentukan apakah anak didiknya mau PTM atau online. Dgn kapasitas maks 50%.",supaya ga sama salah mari dibaca isinya tidak ada kata menjelaskan penolakan selain disini tua bebas menentukan apakah anak didiknya mau ptm online kapasitas maksimal
Thu Feb 03 09:20:41 +0000 2022,"@subschfess ptm, please gua gabisa pjj semua materi masuk nya lama bgt ga langsung konek, keterbatasan sinyal belom lagi kalo kelompok sumpah ya tuhan repot bgt walaupun bisa sambil nyantai tetep gasuka, ptm walaupun capek pulang pergi sekolah tp kaya seru gtu 😭",ptm please gua pjj semua materi masuk lama banget langsung konek keterbatasan sinyal belum lagi kalau kelompok sumpah tuhan repot banget walaupun sambil nyantai tetap gasuka ptm walaupun capek pulang pergi sekolah kaya seru
