id,created_at,source,original_tweet,,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:25:38 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Morningg, hari ini ptm/pjj?",,in,1,0,sunbbllue,,,,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:25:37 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@xhcnie ptm, kamu?",,in,0,0,nellalaland_,,,xhcnie,"she/her👾 
ᥲᥒᥲkᥒᥡᥲ ᥉ꪮkᥲᖯ🤡",
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:25:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Bmoon_angel ptm 🤓 kaloo ka bul gimanaa ??,,in,0,0,renmilkuu,,,Bmoon_angel,"⠀⠀⠀⠀ ୨୧⸝⸝˙˳⑅˙⋆꒰🍡🥟꒱⋆˙⑅˙˳⸜⸜୨୧ 
 𝒇𝒂𝒏 acc she her ! — ✿ #김선우 #런쥔 pretty n cute boy ♡ poussins potelés doux comme mochi et boulette. . .🌷💭%! ",
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:25:30 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@exjaeyn pagi, aku ptm",,in,0,0,urhanyxpl,,,exjaeyn,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:24:59 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HAPPY PTM SEMUA,,in,0,0,sncsoe,,,,she/her  |  minor  |  ISTP  ,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:24:57 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kalian ptm/pjj,,in,0,0,xhcnie,,,,nctreasure,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:24:55 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sianjing, bayangin lo baru selesai mandi dan otw ptm

buka WA, denger crita sahabat lo putus sm pacarnya PADAHAL UDH HAMPIR SETAUN ANJG MEREKA PACARAN???? COKKK MANA COWONYA BAIK BGT:(((( https://t.co/F09VqxlViH",,in,0,0,kakuchw,FALSE,,," she/they , harshwords",
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:24:53 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hdh ulangan mtk ptm 🥹,,in,0,0,longlivehyune,,,, rcbyf,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:24:30 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@iIovyuu ptm nih,,in,0,0,hazelionn,,,iIovyuu,she,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:23:25 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gue belom mandi padahal ptm 🤨🤨,,in,0,0,jenjuser,,,,"she/him, isfp",
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:23:23 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ptm akhshwja 🫠,,in,0,0,alodiariess,,,,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:23:02 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kalian lgi ptm/pjj?,,in,0,0,iIovyuu,,,,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:22:33 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ini dikasih tau ga si kalo w ptm,,in,0,0,ij2ren,,,,free nyeret,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:22:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",awali ptm dengan kepagian😌 https://t.co/iiVVlxLkle,,in,0,0,bukanllea,FALSE,,,FABUSSINESS,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:22:05 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yeaayy ptm,,in,0,0,alammrusakk,,,,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:21:53 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@1975casetteE Ptm ga nih???,,in,0,0,cyn_cyn22,,,1975casetteE,penyuka fiksi sama beda negara,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:21:42 +0000 2022,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","☁️ semangat yang lgi ptm/pjj, semoga tugasmu sedikit ya hari ini",,in,3,1,moonareas,,,,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:20:29 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@exjaeyn Morning, ptm yang. Hbu?",,in,0,0,PARKJ1HOONIE,,,exjaeyn,Rumah keluarga park !,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:20:21 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@waizukei Ak ptm kak 😢,,in,0,0,siwcid,,,waizukei,any pronouns  ,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:19:48 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@uangrenjunh pagiiii, udahh dongg, akk ptm...sekarang udah didalem kelas awoakwok",,in,0,0,pajiungf,,,uangrenjunh,~teuland,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:19:26 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ya Allah PTM lg malesZZZZ,,,,😴😴😴😴",,in,0,0,yoshvii,,,,"she/her, read carrd byf ",
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:19:12 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hari ini ptm,,in,0,0,xxbzya,,,,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:18:45 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Bmoon_angel ptm, aku ujian sklh t___t",,in,0,0,dxxyoung,,,Bmoon_angel,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:18:24 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@zforzira pjj, bsk ptm",,in,0,0,snflwrhm,,,zforzira,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:18:17 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Bmoon_angel seharusnya ptm tapi aku pilih pjjj 😺,,in,0,0,sftbluebee,,,Bmoon_angel,fa! 𔘓 私はみんなを愛しています ៸៸,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:18:14 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@mikuroomi smgt ptm,,in,0,0,joonghyukkk,,,mikuroomi,he/him ,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:17:48 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DAN GUE PTM MAMPUS,,in,1,0,joyeuxjuin,,,,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:17:30 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@exjaeyn Pagiii,aku ptm",,in,0,0,nYucimdoyjein,,,exjaeyn,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:17:22 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@exjaeyn pagi, ptm",,in,0,0,skycvel,,,exjaeyn,she/her,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:17:19 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@dxyoungg ptm nih, hbu?",,in,0,0,kadoyyo,,,dxyoungg,doyoung,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:16:56 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Bmoon_angel ptm, hbu??",,in,0,0,fucxvibes,,,Bmoon_angel,﹙she / her﹚ —  +62,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:16:51 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",super mega jumbo gws utk gue yang ptm lagi hari ini,,in,0,0,jaehyuncjr,,,,RV127,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:16:40 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ptm / pjj nih ?,,in,0,0,Bmoon_angel,,,,Nana ,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:16:39 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ptm (pembelajaran tapi males) https://t.co/udzdjY0XOd,,in,2,0,dasidankursi,TRUE,,,markas fpi,"[[106.86962001733053, -6.350939294946759], [106.86962001733053, -6.350939294946759], [106.86962001733053, -6.350939294946759], [106.86962001733053, -6.350939294946759]]"
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:16:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pAgi gw ptm anjiing males bgt,,in,1,0,jenosantuy,,,,She Her | harshword ,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:15:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@uangrenjunh pagi, ptm njir",,in,0,0,grey7ji,,,uangrenjunh,she,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:15:43 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mls ptm karena klo sarapan tuh sakit perut,,in,0,0,Jelliccut,,,,CA-yang jaehyun,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:15:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PTM PTM AWOKWOWKWOWOK,,in,0,0,tonystanki,,,,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:14:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ChuAspp masii blm ptm samsek dong?,,in,0,0,zclvann,,,ChuAspp,entj,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:14:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@nsigorengg morningg, u too ayang n semangat skul ptm na",,in,0,0,marhwayo,,,nsigorengg,mulfand,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:13:17 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @pertamina: Gelaran #PertaminaMotoGP sukses dan menjadi sejarah dunia! Perhelatan Pertamina Grand Prix of Indonesia tentu memberikan mul…,,in,0,6,jisungchul28,,PertaminaMotoGP,pertamina,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:12:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","masih ngantuk pengen turu, tapi ptm",,in,0,0,_equan1mity,,,,𝘦𝘵𝘩𝘦𝘳𝘦𝘢𝘭,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:12:14 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@laliliye samaa. kamu pjj apa ptm?,,in,0,0,winsomehomie,,,laliliye,she | 16 | ic: fkey123,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:12:03 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@uangrenjunh Pagiii,belum nih,aku ptm",,in,0,0,nYucimdoyjein,,,uangrenjunh,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:12:00 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@zforzira kmren ptm, but.. kakel lgi ujian kelulusan, jdi pjj si",,in,0,0,kekononan,,,zforzira,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:11:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@zclvann Ptm mksudnya?,,in,0,0,nischan_zen,,,zclvann,@fullsun_ncit,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:11:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AoBiruBil gua kira udh ptm, bener kalau di rumah belajar jadi berantakan. you too, have a great day, bil",,in,0,0,oikkotsuyuta,,,AoBiruBil,kinda ia,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:11:31 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pagi!!hri ini mulai ptm lagi sksk senengsi cuma hrus bawa patunggg berattt😭,,in,0,0,boxnyalulu,,,,she/her ,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:11:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ada yang ptm 100% ga,,in,0,0,zclvann,,,,entj,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:11:13 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yeyeyey ptm lagi,,in,0,0,uarmyhoope,,,,"손웬디, 沈小婷, 해찬✧ she/her",
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:11:04 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",komedi hari ini adalah gue ptm tapi jam setengah 6 kurang baru bangun,,in,0,0,jisuqg,,,,she/her,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:10:19 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@hisumith gua kira udh ptm, enjoy ur day too!",,in,0,0,oikkotsuyuta,,,hisumith,kinda ia,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:10:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mauu ptm duluu, bubayyy🤩",,in,0,0,Yellownjun15,,,,she,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:09:57 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cung yang ptm☝️☝️,,in,0,0,pjpeyjey,,,,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:09:52 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@butuhuangpls aku tau km ptm soalnya km rep twt aku pagi bgt anjir jam 5an apa ya,,in,0,0,auliabils,,,butuhuangpls,"DNFF, inumaki 🫶🏼",
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:09:40 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mikuroomi berangkat dlu sana, smngat ptm 😉",,in,0,0,mewiibu,,,mikuroomi,he/him | CW : HARSHWORD • nsfw,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:08:25 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@__0314ji pagii, smangatt ca juga ptm😋",,in,1,0,pjpeyjey,,,__0314ji,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:07:46 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@dxyoungg ptm ni hbu?,,in,0,0,rjaemily,,,dxyoungg,s.her,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:07:44 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@slythryoongs @convomf ih di sekolahku pmr aktif poll, ini kan masih masa transisi ke ptm 100% ya tp mereka ni paling ambis ngadain kegiatan offline di lapangan🙂👍",,in,0,0,zriellsas,,,"slythryoongs, convomf",,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:07:40 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PTM shift 1 dulu 🏃‍♀️,,in,0,0,yuyucityx,,,,hati marklee,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:07:31 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","udh oke nonton drama sampe jam 12, taunya ptm💀💀",,in,0,0,etherly0ng,,,,rant,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:07:05 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@schfess ak gk ptm, tp pjj bljr utbk wajib dari sekolah. TAPI INI TUMBEN BGT DIKASIH LIBUR 3 HARI",,in,0,0,pacarggukk,,,schfess,87% colour cuz bangtan.,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:06:55 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kalian ptm/pjj?,,in,0,0,bbaloonaa,,,,"she/they | 04, homophobic dni",
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:06:52 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@dxyoungg ptm selalu ptm,,in,0,0,jjoxhly,,,dxyoungg,suka suka harlyn,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:06:45 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yang sekolah ptm/pjj?,,in,0,0,zforzira,,,,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:06:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KENAPA SEGALA PTM SIHHHHH,,in,0,0,catawlogue,,,,Yoshinori LOML.,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:06:26 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@mikuroomi semangat ptm nya,,in,0,0,kistshin,,,mikuroomi,mars. | random ,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:06:17 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gue jumat ptm mager bgt,,in,0,0,bbaloonaa,,,,"she/they | 04, homophobic dni",
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:05:41 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@_jeje_shi Ptm ga nih???,,in,0,0,cyn_cyn22,,,_jeje_shi,penyuka fiksi sama beda negara,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:05:36 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mandi dlu, ak hr ini ptm 😍",,in,1,0,skzseaka,,,,infp. she/her. ENG/INA ,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:05:28 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@prvttandiii nah itu, pusing + cape. Daring dikasih tugas, pas PTM juga dikasih tugas lagi. Dulu aku gitu ptm + pjj, yang ptm tetep ngerjain tugas pjj. SUMPAH ITU CAPE BANGET, PENGEN NANGIS KALO INGET DULU",,in,0,0,iniakunstudy,,,prvttandiii,saintek²³,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:04:56 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hari ini ptm or pjj?,,in,0,0,dxyoungg,,,,mulfand🎸 risih? bub.,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:04:42 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pagii,pada ptm gak nih?atau masih pjj",,in,0,0,eLeeJenoe,,,,,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:04:18 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Km skrng ptm/pjj?,,in,0,0,CHENLERBY,,,,Chenle' s heart,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:04:03 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@siwcid oagi km ptm gk 🤔,,in,0,0,waizukei,,,siwcid,she,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:03:16 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Giliran gaada apa apa masih pagi buta udah bangun, giliran mau ptm kaga ada tanda tanda kehidupan jam segini",,in,0,0,arriettu,,,,spicy rants,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:03:02 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sp yg selalu doa semoga lekas ptm 100% dan setelah beneran ptm malah mager?? gue 🥺☝️,,in,0,0,ohwenknight,,,,luffy’s ,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:02:53 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hdhhh ptm, mana pts pula",,in,0,0,nqctxphilix,,,,Neo City,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 23:00:45 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kangen bgt ptm 100% AAAAAA,,in,0,0,metastdyy,,,,she/her 　　𖠋06L,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 22:59:59 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ak senank ptm full tp masa us offline njink☝️,,in,0,0,sncsoe,,,,she/her  |  minor  |  ISTP  ,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 22:59:51 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hari ini harus belajar pokoknya 😾☝️. ohiyaa bsk udh ptm lgi, tpi cmn 50%. https://t.co/idrSLSzEX2",,in,0,0,metastdyy,FALSE,,,she/her 　　𖠋06L,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 22:59:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","slr, sambil ptm :D",,in,0,0,602jpg,,,,"DANA, GoPay, ShopeePay, QRIS!",
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 22:59:13 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@convomf ptm, pulangnya main dulu sama temen, baliknya ngejar dl tugas sbk, pai",,in,0,0,haeretro,,,convomf,she/her,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 22:58:51 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AoBiruBil turu memang ok, ptm apa pjj nih? seperti biasa sih, ngerjain tugas, abis itu lanjut rewatch jjk",,in,0,0,oikkotsuyuta,,,AoBiruBil,kinda ia,
,,,,,,,,,,,,,
1.50641E+18,Tue Mar 22 22:58:49 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@thwyEErapy SMGTTT PTM KK LINN,,in,0,0,renjunpubli,,,thwyEErapy,she/nlin,
,,,,,,,,,,,,,
1.5064E+18,Tue Mar 22 22:58:33 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",selamat pagi. gw hari ini ptm 👎,,in,0,0,kyungstudy,,,,keluh kesah ilmu,
,,,,,,,,,,,,,
1.5064E+18,Tue Mar 22 22:58:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@convomf ptm, abistu pulang nya turu",,in,0,0,chaxcyeonjun,,,convomf,,
,,,,,,,,,,,,,
1.5064E+18,Tue Mar 22 22:58:18 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@mkluvyy SERUNYA MASAK MASAKKKK aku kemarin ptm kayak biasa habis itu tidur soalnya cape banget soalnya aku sampe siang masih di sekolah 😵‍💫😵‍💫😵‍💫😵‍💫 kak abby hari ini jangan lupa sarapaaaan semoga hari ini harinya seruuuuu 😆😆😆😆😆😆🫶🏻,,in,0,0,jayqits,,,mkluvyy,she/her - 14 ,
,,,,,,,,,,,,,
1.5064E+18,Tue Mar 22 22:57:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gue hari ini ptm males bgt rasanya mau izin soalnya masih nangisin sgst,,in,1,0,tzhoma,,,,she her 💧🔶 🍡🧋,
,,,,,,,,,,,,,
1.5064E+18,Tue Mar 22 22:57:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cemungut ptm nya🫶😷 @rutoooha https://t.co/SYpgEVsIh4,,in,0,0,hjwo4ever,FALSE,,rutoooha,treasure land,
,,,,,,,,,,,,,
1.5064E+18,Tue Mar 22 22:56:26 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ddh kutinggal ptm yah jgn kangen😔,,in,1,0,mikuroomi,,,,ic 1L9l2Aa8UCL0IGJ,
,,,,,,,,,,,,,
1.5064E+18,Tue Mar 22 22:56:22 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@cheeryvol6 morningg, smangat ptm nyaa",,in,0,0,buckingh4me,,,cheeryvol6,# DareDeviL.,
,,,,,,,,,,,,,
1.5064E+18,Tue Mar 22 22:56:19 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@i5atonic WOI IYA KEMARIN DI SINI JUGA PANAS BGTTTTTT aku gak daring tapi ptm hzzzzzzzz males banget mau tidur terus aja,,in,0,0,jayqits,,,i5atonic,she/her - 14 ,
,,,,,,,,,,,,,
1.5064E+18,Tue Mar 22 22:55:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","met pagiee, hari ini ptm😔",,in,1,0,lovingparkjw,,,,꒰ 🌸 ”♡ᵎ꒱ˀˀ ↷ ⋯ 트레저 렌드✦ || 05',
,,,,,,,,,,,,,
