,date,tweet,tweet_tokens,tweet_tokens_WSW,tweet_normalized
286,2022-01-27 11:20:16+00:00,stress ptm mau back,"['stress', 'ptm', 'mau', 'back']","['stress', 'ptm', 'mau', 'back']",stress ptm mau back
287,2022-01-27 11:11:37+00:00,jangan sampe minimal mah ptm sisanya pjj jangan terus terusan pjj anjir,"['jangan', 'sampe', 'minimal', 'mah', 'ptm', 'sisanya', 'pjj', 'jangan', 'terus', 'terusan', 'pjj', 'anjir']","['jangan', 'sampe', 'minimal', 'mah', 'ptm', 'sisanya', 'pjj', 'jangan', 'terusan', 'pjj', 'anjir']",jangan sampe minimal mah ptm sisanya pjj jangan terusan pjj anjir
288,2022-01-27 10:52:04+00:00,gaada nder aku masih ptm,"['gaada', 'nder', 'aku', 'masih', 'ptm']","['gaada', 'nder', 'aku', 'ptm']",gaada nder aku ptm
289,2022-01-27 10:32:40+00:00,yeyy glad  know me maap ya jrg on tgs sekolah makin bnyk trs ptm jg ya walaupun perminggu gt si masi kangennnn,"['yeyy', 'glad', 'know', 'me', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'ya', 'walaupun', 'perminggu', 'gt', 'si', 'masi', 'kangennnn']","['yeyy', 'glad', 'know', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'walaupun', 'perminggu', 'gt', 'kangennnn']",yeyy glad know maap jrg tgs sekolah makin bnyk trs ptm jg walaupun perminggu gt kangennnn
290,2022-01-27 10:32:20+00:00,hiii maap ya jrg on tgs sekolah makin bnyk trs ptm jg ya walaupun perminggu gt si masi kangennnn,"['hiii', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'ya', 'walaupun', 'perminggu', 'gt', 'si', 'masi', 'kangennnn']","['hiii', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'walaupun', 'perminggu', 'gt', 'kangennnn']",hiii maap jrg tgs sekolah makin bnyk trs ptm jg walaupun perminggu gt kangennnn
291,2022-01-27 10:32:11+00:00,yeyy glad  know me maap ya jrg on tgs sekolah makin bnyk trs ptm jg ya walaupun perminggu gt si masi kangennnn,"['yeyy', 'glad', 'know', 'me', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'ya', 'walaupun', 'perminggu', 'gt', 'si', 'masi', 'kangennnn']","['yeyy', 'glad', 'know', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'walaupun', 'perminggu', 'gt', 'kangennnn']",yeyy glad know maap jrg tgs sekolah makin bnyk trs ptm jg walaupun perminggu gt kangennnn
292,2022-01-27 10:31:55+00:00,yeyy glad  know me maap ya jrg on tgs sekolah makin bnyk trs ptm jg ya walaupun perminggu gt si masi kangennnn,"['yeyy', 'glad', 'know', 'me', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'ya', 'walaupun', 'perminggu', 'gt', 'si', 'masi', 'kangennnn']","['yeyy', 'glad', 'know', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'walaupun', 'perminggu', 'gt', 'kangennnn']",yeyy glad know maap jrg tgs sekolah makin bnyk trs ptm jg walaupun perminggu gt kangennnn
293,2022-01-27 10:31:35+00:00,yeyy glad  know me maap ya jrg on tgs sekolah makin bnyk trs ptm jg ya walaupun perminggu gt si masi kangennnn,"['yeyy', 'glad', 'know', 'me', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'ya', 'walaupun', 'perminggu', 'gt', 'si', 'masi', 'kangennnn']","['yeyy', 'glad', 'know', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'walaupun', 'perminggu', 'gt', 'kangennnn']",yeyy glad know maap jrg tgs sekolah makin bnyk trs ptm jg walaupun perminggu gt kangennnn
294,2022-01-27 10:31:29+00:00,yeyy glad  know me maap ya jrg on tgs sekolah makin bnyk trs iya uda masuk ptm tp perminggu gt si masi kangen,"['yeyy', 'glad', 'know', 'me', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'iya', 'uda', 'masuk', 'ptm', 'tp', 'perminggu', 'gt', 'si', 'masi', 'kangen']","['yeyy', 'glad', 'know', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'iya', 'uda', 'masuk', 'ptm', 'tp', 'perminggu', 'gt', 'kangen']",yeyy glad know maap jrg tgs sekolah makin bnyk trs iya uda masuk ptm tp perminggu gt kangen
295,2022-01-27 10:30:53+00:00,to yeyy glad  know me maap ya jrg on tgs sekolah makin bnyk trs ptm jg ya walaupun perminggu gt ,"['to', 'yeyy', 'glad', 'know', 'me', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'ya', 'walaupun', 'perminggu', 'gt']","['yeyy', 'glad', 'know', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'walaupun', 'perminggu', 'gt']",yeyy glad know maap jrg tgs sekolah makin bnyk trs ptm jg walaupun perminggu gt
296,2022-01-27 10:30:40+00:00,yeyy glad  know me maap ya jrg on tgs sekolah makin bnyk trs ptm jg ya walaupun perminggu gt si masi kangennnn,"['yeyy', 'glad', 'know', 'me', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'ya', 'walaupun', 'perminggu', 'gt', 'si', 'masi', 'kangennnn']","['yeyy', 'glad', 'know', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'walaupun', 'perminggu', 'gt', 'kangennnn']",yeyy glad know maap jrg tgs sekolah makin bnyk trs ptm jg walaupun perminggu gt kangennnn
297,2022-01-27 10:30:35+00:00,yeyy glad  know me maap ya jrg on tgs sekolah makin bnyk trs ptm jg ya walaupun perminggu gt si masi kangennnn,"['yeyy', 'glad', 'know', 'me', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'ya', 'walaupun', 'perminggu', 'gt', 'si', 'masi', 'kangennnn']","['yeyy', 'glad', 'know', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'walaupun', 'perminggu', 'gt', 'kangennnn']",yeyy glad know maap jrg tgs sekolah makin bnyk trs ptm jg walaupun perminggu gt kangennnn
298,2022-01-27 10:30:24+00:00,hii miwaa maap ya jrg on tgs sekolah makin bnyk trs ptm jg ya walaupun perminggu gt si masi ,"['hii', 'miwaa', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'ya', 'walaupun', 'perminggu', 'gt', 'si', 'masi']","['hii', 'miwaa', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'walaupun', 'perminggu', 'gt']",hii miwaa maap jrg tgs sekolah makin bnyk trs ptm jg walaupun perminggu gt
299,2022-01-27 10:29:58+00:00,yeyy glad  know me maap ya jrg on tgs sekolah makin bnyk trs ptm jg ya walaupun perminggu gt si masi,"['yeyy', 'glad', 'know', 'me', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'ya', 'walaupun', 'perminggu', 'gt', 'si', 'masi']","['yeyy', 'glad', 'know', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'walaupun', 'perminggu', 'gt']",yeyy glad know maap jrg tgs sekolah makin bnyk trs ptm jg walaupun perminggu gt
300,2022-01-27 10:29:32+00:00,yeyy glad  know me maap ya jrg on tgs sekolah makin bnyk trs ptm jg ya walaupun perminggu gt si masi kangennnn,"['yeyy', 'glad', 'know', 'me', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'ya', 'walaupun', 'perminggu', 'gt', 'si', 'masi', 'kangennnn']","['yeyy', 'glad', 'know', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'walaupun', 'perminggu', 'gt', 'kangennnn']",yeyy glad know maap jrg tgs sekolah makin bnyk trs ptm jg walaupun perminggu gt kangennnn
301,2022-01-27 10:29:26+00:00,yeyy glad  know me maap ya jrg on tgs sekolah makin bnyk trs ptm jg ya walaupun perminggu gt si,"['yeyy', 'glad', 'know', 'me', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'ya', 'walaupun', 'perminggu', 'gt', 'si']","['yeyy', 'glad', 'know', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'walaupun', 'perminggu', 'gt']",yeyy glad know maap jrg tgs sekolah makin bnyk trs ptm jg walaupun perminggu gt
302,2022-01-27 10:28:51+00:00,yeyy glad  know me maap ya jrg on tgs sekolah makin bnyk trs ptm jg ya walaupun perminggu gt si masi kangennnn,"['yeyy', 'glad', 'know', 'me', 'maap', 'ya', 'jrg', 'on', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'ya', 'walaupun', 'perminggu', 'gt', 'si', 'masi', 'kangennnn']","['yeyy', 'glad', 'know', 'maap', 'jrg', 'tgs', 'sekolah', 'makin', 'bnyk', 'trs', 'ptm', 'jg', 'walaupun', 'perminggu', 'gt', 'kangennnn']",yeyy glad know maap jrg tgs sekolah makin bnyk trs ptm jg walaupun perminggu gt kangennnn
303,2022-01-27 09:47:01+00:00,kasus covid kembali melonjak asosiasi guru desak ptm cukup persen,"['kasus', 'covid', 'kembali', 'melonjak', 'asosiasi', 'guru', 'desak', 'ptm', 'cukup', 'persen']","['kasus', 'covid', 'kembali', 'melonjak', 'asosiasi', 'guru', 'desak', 'ptm', 'cukup', 'persen']",kasus covid kembali melonjak asosiasi guru desak ptm cukup persen
304,2022-01-27 09:36:55+00:00,sekolah ditutup karena covid pg mendesak anies ptm persen,"['sekolah', 'ditutup', 'karena', 'covid', 'pg', 'mendesak', 'anies', 'ptm', 'persen']","['sekolah', 'ditutup', 'karena', 'covid', 'pg', 'mendesak', 'anies', 'ptm', 'persen']",sekolah ditutup karena covid pg mendesak anies ptm persen
305,2022-01-27 09:32:40+00:00,kasus naik asosiasi guru desak ptm persen,"['kasus', 'naik', 'asosiasi', 'guru', 'desak', 'ptm', 'persen']","['kasus', 'naik', 'asosiasi', 'guru', 'desak', 'ptm', 'persen']",kasus naik asosiasi guru desak ptm persen
306,2022-01-27 06:51:54+00:00,sridianava daerah mana sichklo cilacap jateng ptm dan di bagi dua sift masuknya,"['sridianava', 'daerah', 'mana', 'sichklo', 'cilacap', 'jateng', 'ptm', 'dan', 'di', 'bagi', 'dua', 'sift', 'masuknya']","['sridianava', 'daerah', 'sichklo', 'cilacap', 'jateng', 'ptm', 'di', 'bagi', 'dua', 'sift', 'masuknya']",sridianava daerah sichklo cilacap jateng ptm di bagi dua sift masuknya
307,2022-01-27 06:25:03+00:00,ppkm level di jakarta akan berlaku sampai januari,"['ppkm', 'level', 'di', 'jakarta', 'akan', 'berlaku', 'sampai', 'januari']","['ppkm', 'level', 'di', 'jakarta', 'berlaku', 'sampai', 'januari']",ppkm level di jakarta berlaku sampai januari
308,2022-01-27 05:48:53+00:00,ptm jd baru masuk sdikit muridnaa wkwkwkwkk,"['ptm', 'jd', 'baru', 'masuk', 'sdikit', 'muridnaa', 'wkwkwkwkk']","['ptm', 'jd', 'masuk', 'sdikit', 'muridnaa', 'wkwkwkwkk']",ptm jd masuk sdikit muridnaa wkwkwkwkk
309,2022-01-27 04:04:32+00:00,gue uda gila ini gue gila banget gue butuh pjj atau ptm tapi absen gue udah ga tahan dengan sega,"['gue', 'uda', 'gila', 'ini', 'gue', 'gila', 'banget', 'gue', 'butuh', 'pjj', 'atau', 'ptm', 'tapi', 'absen', 'gue', 'udah', 'ga', 'tahan', 'dengan', 'sega']","['gue', 'uda', 'gila', 'gue', 'gila', 'banget', 'gue', 'butuh', 'pjj', 'atau', 'ptm', 'absen', 'gue', 'udah', 'tahan', 'sega']",gue uda gila gue gila banget gue butuh pjj atau ptm absen gue udah tahan sega
310,2022-01-27 04:04:13+00:00,sejak anak sekolahan full ptm kerasa bangeeeettt capeknya pp sda sby krn jalanan bener macet tiap pagi yang bi,"['sejak', 'anak', 'sekolahan', 'full', 'ptm', 'kerasa', 'bangeeeettt', 'capeknya', 'pp', 'sda', 'sby', 'krn', 'jalanan', 'bener', 'macet', 'tiap', 'pagi', 'yang', 'bi']","['sejak', 'anak', 'sekolahan', 'full', 'ptm', 'kerasa', 'bangeeeettt', 'capeknya', 'pp', 'sda', 'sby', 'krn', 'jalanan', 'bener', 'macet', 'tiap', 'pagi', 'bi']",sejak anak sekolahan full ptm kerasa bangeeeettt capeknya pp sda sby krn jalanan bener macet tiap pagi bi
311,2022-01-27 03:51:14+00:00,iya aku juga denger antara ga ada ptm atau ga ptm,"['iya', 'aku', 'juga', 'denger', 'antara', 'ga', 'ada', 'ptm', 'atau', 'ga', 'ptm']","['iya', 'aku', 'denger', 'antara', 'ada', 'ptm', 'atau', 'ptm']",iya aku denger antara ada ptm atau ptm
312,2022-01-27 03:44:16+00:00,tapi apakah timingnya tepat di tengah melonjaknya kasus harian covid ptm dipaksak,"['tapi', 'apakah', 'timingnya', 'tepat', 'di', 'tengah', 'melonjaknya', 'kasus', 'harian', 'covid', 'ptm', 'dipaksak']","['apakah', 'timingnya', 'tepat', 'di', 'tengah', 'melonjaknya', 'kasus', 'harian', 'covid', 'ptm', 'dipaksak']",apakah timingnya tepat di tengah melonjaknya kasus harian covid ptm dipaksak
313,2022-01-27 02:51:53+00:00,liat dulu dilapangan pelaksanaan aslinya kyk gmn tiap hari balik sklh ruwet kyk,"['liat', 'dulu', 'dilapangan', 'pelaksanaan', 'aslinya', 'kyk', 'gmn', 'tiap', 'hari', 'balik', 'sklh', 'ruwet', 'kyk']","['liat', 'dilapangan', 'pelaksanaan', 'aslinya', 'kyk', 'tiap', 'balik', 'sklh', 'ruwet', 'kyk']",liat dilapangan pelaksanaan aslinya kyk tiap balik sklh ruwet kyk
314,2022-01-27 02:43:16+00:00,ptm tapi soalnya kalo doang flop,"['ptm', 'tapi', 'soalnya', 'kalo', 'doang', 'flop']","['ptm', 'soalnya', 'kalo', 'doang', 'flop']",ptm soalnya kalo doang flop
315,2022-01-27 02:01:17+00:00,sama banget udah ptm sekarang pjj dan ptm,"['sama', 'banget', 'udah', 'ptm', 'sekarang', 'pjj', 'dan', 'ptm']","['sama', 'banget', 'udah', 'ptm', 'sekarang', 'pjj', 'ptm']",sama banget udah ptm sekarang pjj ptm
316,2022-01-27 01:28:19+00:00,meeet pagiiiiii dari aku yang finally ptm hihi,"['meeet', 'pagiiiiii', 'dari', 'aku', 'yang', 'finally', 'ptm', 'hihi']","['meeet', 'pagiiiiii', 'dari', 'aku', 'finally', 'ptm', 'hihi']",meeet pagiiiiii dari aku finally ptm hihi
317,2022-01-27 00:50:15+00:00,btw sebelum ptm wali murid disurvey mau daring atau luring da,"['btw', 'sebelum', 'ptm', 'wali', 'murid', 'disurvey', 'mau', 'daring', 'atau', 'luring', 'da']","['btw', 'sebelum', 'ptm', 'wali', 'murid', 'disurvey', 'mau', 'daring', 'atau', 'luring', 'da']",by the way sebelum ptm wali murid disurvey mau daring atau luring da
318,2022-01-27 00:35:27+00:00,sekolah rin balik ke ptm gegara ada yg  word trs hari ini rin milih buat ga masuk sekolah krn takut ,"['sekolah', 'rin', 'balik', 'ke', 'ptm', 'gegara', 'ada', 'yg', 'word', 'trs', 'hari', 'ini', 'rin', 'milih', 'buat', 'ga', 'masuk', 'sekolah', 'krn', 'takut']","['sekolah', 'rin', 'balik', 'ptm', 'gegara', 'ada', 'yg', 'word', 'trs', 'rin', 'milih', 'buat', 'masuk', 'sekolah', 'krn', 'takut']",sekolah rin balik ptm gegara ada yang word trs rin milih buat masuk sekolah krn takut
319,2022-01-27 00:04:15+00:00,buat apa kkl kalo ujungnya piknik males bgt wahai pak dkn kita blm persiapan luring ptm kost dll rekan seangkat,"['buat', 'apa', 'kkl', 'kalo', 'ujungnya', 'piknik', 'males', 'bgt', 'wahai', 'pak', 'dkn', 'kita', 'blm', 'persiapan', 'luring', 'ptm', 'kost', 'dll', 'rekan', 'seangkat']","['buat', 'kkl', 'kalo', 'ujungnya', 'piknik', 'males', 'bgt', 'wahai', 'dkn', 'blm', 'persiapan', 'luring', 'ptm', 'kost', 'dll', 'rekan', 'seangkat']",buat kkl kalo ujungnya piknik males banget wahai dkn belum persiapan luring ptm kost dll rekan seangkat
320,2022-01-26 22:52:48+00:00,disekolahku ptm baru sehari besoknya pjj,"['disekolahku', 'ptm', 'baru', 'sehari', 'besoknya', 'pjj']","['disekolahku', 'ptm', 'sehari', 'besoknya', 'pjj']",disekolahku ptm sehari besoknya pjj
321,2022-01-26 22:50:06+00:00,kami minggu lalu udh tapi gegara kabupaten kami level omicron jadinya kami dibuat ptm,"['kami', 'minggu', 'lalu', 'udh', 'tapi', 'gegara', 'kabupaten', 'kami', 'level', 'omicron', 'jadinya', 'kami', 'dibuat', 'ptm']","['lalu', 'udh', 'gegara', 'kabupaten', 'level', 'omicron', 'jadinya', 'dibuat', 'ptm']",lalu udh gegara kabupaten level omicron jadinya dibuat ptm
322,2022-01-26 22:03:21+00:00,ptm jdi jngn bilang gw duduk jdi di depan,"['ptm', 'jdi', 'jngn', 'bilang', 'gw', 'duduk', 'jdi', 'di', 'depan']","['ptm', 'jdi', 'jngn', 'gw', 'duduk', 'jdi', 'di', 'depan']",ptm jdi jngn gue duduk jdi di depan
323,2022-01-26 20:36:15+00:00,kalau gitu balik lagi ke kebijakan masingmasing sekolah sekolahku menetapkan selama semester kemaren,"['kalau', 'gitu', 'balik', 'lagi', 'ke', 'kebijakan', 'masingmasing', 'sekolah', 'sekolahku', 'menetapkan', 'selama', 'semester', 'kemaren']","['kalau', 'balik', 'lagi', 'kebijakan', 'masingmasing', 'sekolah', 'sekolahku', 'menetapkan', 'selama', 'semester', 'kemaren']",kalau balik lagi kebijakan masingmasing sekolah sekolahku menetapkan selama semester kemaren
324,2022-01-26 18:17:34+00:00,mulai mencium aroma aroma ptm nih,"['mulai', 'mencium', 'aroma', 'aroma', 'ptm', 'nih']","['mulai', 'mencium', 'aroma', 'aroma', 'ptm']",mulai mencium aroma aroma ptm
325,2022-01-26 18:14:20+00:00,aku sih masing ada kurlebnya pjj alu jenuh tp enak jd lebih ga cape fisik ptm asik ktmu tmn,"['aku', 'sih', 'masing', 'ada', 'kurlebnya', 'pjj', 'alu', 'jenuh', 'tp', 'enak', 'jd', 'lebih', 'ga', 'cape', 'fisik', 'ptm', 'asik', 'ktmu', 'tmn']","['aku', 'masing', 'ada', 'kurlebnya', 'pjj', 'alu', 'jenuh', 'tp', 'enak', 'jd', 'lebih', 'cape', 'fisik', 'ptm', 'asik', 'ktmu', 'tmn']",aku masing ada kurlebnya pjj alu jenuh tp enak jd lebih cape fisik ptm asik ktmu tmn
326,2022-01-26 16:29:06+00:00,males ngotorin seragam buang bensin soalnya pas hari itu tuh cmn pensi doang gt jd ya ngapain mending ,"['males', 'ngotorin', 'seragam', 'buang', 'bensin', 'soalnya', 'pas', 'hari', 'itu', 'tuh', 'cmn', 'pensi', 'doang', 'gt', 'jd', 'ya', 'ngapain', 'mending']","['males', 'ngotorin', 'seragam', 'buang', 'bensin', 'soalnya', 'cmn', 'pensi', 'doang', 'gt', 'jd', 'ngapain', 'mending']",males ngotorin seragam buang bensin soalnya cmn pensi doang gt jd ngapain mending
327,2022-01-26 16:11:05+00:00,ptm mending kl ada ulhar online semua aja,"['ptm', 'mending', 'kl', 'ada', 'ulhar', 'online', 'semua', 'aja']","['ptm', 'mending', 'kl', 'ada', 'ulhar', 'online', 'semua', 'aja']",ptm mending kalau ada ulhar online semua aja
328,2022-01-26 15:51:15+00:00,ptm nder kelas sama gantian masuknya per minggu udah gitu dibagi dua sesi selang seling sehari,"['ptm', 'nder', 'kelas', 'sama', 'gantian', 'masuknya', 'per', 'minggu', 'udah', 'gitu', 'dibagi', 'dua', 'sesi', 'selang', 'seling', 'sehari']","['ptm', 'nder', 'kelas', 'sama', 'gantian', 'masuknya', 'per', 'udah', 'dibagi', 'dua', 'sesi', 'selang', 'seling', 'sehari']",ptm nder kelas sama gantian masuknya per udah dibagi dua sesi selang seling sehari
329,2022-01-26 15:37:57+00:00,jujurrr lebih suka ptm yang tapiii temen gueee bedaa sesiii dan gue gapunya temen lg di sesi yg sama kaya gueee,"['jujurrr', 'lebih', 'suka', 'ptm', 'yang', 'tapiii', 'temen', 'gueee', 'bedaa', 'sesiii', 'dan', 'gue', 'gapunya', 'temen', 'lg', 'di', 'sesi', 'yg', 'sama', 'kaya', 'gueee']","['jujurrr', 'lebih', 'suka', 'ptm', 'tapiii', 'temen', 'gueee', 'bedaa', 'sesiii', 'gue', 'gapunya', 'temen', 'lg', 'di', 'sesi', 'yg', 'sama', 'kaya', 'gueee']",jujurrr lebih suka ptm tapiii temen gueee bedaa sesiii gue gapunya temen lagi di sesi yang sama kaya gueee
330,2022-01-26 15:26:25+00:00,besok pengen ijin bleh gak ya tapo ptm udah aku gadapet duit tiap hari lg tapi serius lg period ga enakkk bange,"['besok', 'pengen', 'ijin', 'bleh', 'gak', 'ya', 'tapo', 'ptm', 'udah', 'aku', 'gadapet', 'duit', 'tiap', 'hari', 'lg', 'tapi', 'serius', 'lg', 'period', 'ga', 'enakkk', 'bange']","['besok', 'pengen', 'ijin', 'bleh', 'tapo', 'ptm', 'udah', 'aku', 'gadapet', 'duit', 'tiap', 'lg', 'serius', 'lg', 'period', 'enakkk', 'bange']",besok pengen ijin bleh tapo ptm udah aku gadapet duit tiap lagi serius lagi period enakkk bange
331,2022-01-26 15:10:20+00:00,sch sender pengen pjj tapi pengen ptm,"['sch', 'sender', 'pengen', 'pjj', 'tapi', 'pengen', 'ptm']","['sch', 'sender', 'pengen', 'pjj', 'pengen', 'ptm']",sch sender pengen pjj pengen ptm
332,2022-01-26 15:08:09+00:00,bbalik ptm lg krn ada yg,"['bbalik', 'ptm', 'lg', 'krn', 'ada', 'yg']","['bbalik', 'ptm', 'lg', 'krn', 'ada', 'yg']",bbalik ptm lagi krn ada yang
333,2022-01-26 14:55:29+00:00,drpd ptm mending pjj,"['drpd', 'ptm', 'mending', 'pjj']","['drpd', 'ptm', 'mending', 'pjj']",daripada ptm mending pjj
334,2022-01-26 14:45:03+00:00,sekolah sender mau balik ptm lagi huhu padahal udah enak full,"['sekolah', 'sender', 'mau', 'balik', 'ptm', 'lagi', 'huhu', 'padahal', 'udah', 'enak', 'full']","['sekolah', 'sender', 'mau', 'balik', 'ptm', 'lagi', 'huhu', 'udah', 'enak', 'full']",sekolah sender mau balik ptm lagi huhu udah enak full
335,2022-01-26 14:40:00+00:00,itu kami evaluasi ketentuannya kalau di level baru katanya di balai kota dki jakarta rabu sumbe,"['itu', 'kami', 'evaluasi', 'ketentuannya', 'kalau', 'di', 'level', 'baru', 'katanya', 'di', 'balai', 'kota', 'dki', 'jakarta', 'rabu', 'sumbe']","['evaluasi', 'ketentuannya', 'kalau', 'di', 'level', 'katanya', 'di', 'balai', 'kota', 'dki', 'jakarta', 'sumbe']",evaluasi ketentuannya kalau di level katanya di balai kota dki jakarta sumbe
336,2022-01-26 14:38:30+00:00,bsk ptm lagi tp kok ak galaux lagian kpn jd banyak yg positif sih elah,"['bsk', 'ptm', 'lagi', 'tp', 'kok', 'ak', 'galaux', 'lagian', 'kpn', 'jd', 'banyak', 'yg', 'positif', 'sih', 'elah']","['bsk', 'ptm', 'lagi', 'tp', 'ak', 'galaux', 'lagian', 'kpn', 'jd', 'banyak', 'yg', 'positif', 'elah']",bsk ptm lagi tp ak galaux lagian kpn jd banyak yang positif elah
337,2022-01-26 14:30:07+00:00,ga ada temen sebangku krn masih ptm,"['ga', 'ada', 'temen', 'sebangku', 'krn', 'masih', 'ptm']","['ada', 'temen', 'sebangku', 'krn', 'ptm']",ada temen sebangku krn ptm
338,2022-01-26 14:06:39+00:00,kenapa yg kuliah masih ptm terbatas sedangkan tingkatan paud dan tk yg jelas ngatur diri nya sendiri,"['kenapa', 'yg', 'kuliah', 'masih', 'ptm', 'terbatas', 'sedangkan', 'tingkatan', 'paud', 'dan', 'tk', 'yg', 'jelas', 'ngatur', 'diri', 'nya', 'sendiri']","['yg', 'kuliah', 'ptm', 'terbatas', 'sedangkan', 'tingkatan', 'paud', 'tk', 'yg', 'jelas', 'ngatur', 'diri', 'sendiri']",yang kuliah ptm terbatas sedangkan tingkatan paud tk yang jelas ngatur diri sendiri
339,2022-01-26 13:40:16+00:00,rt perhimpunan pendidikan dan guru pg meminta gubernur dki jakarta anies baswedan untuk mengevaluasi pelaksanaan ptm pers,"['rt', 'perhimpunan', 'pendidikan', 'dan', 'guru', 'pg', 'meminta', 'gubernur', 'dki', 'jakarta', 'anies', 'baswedan', 'untuk', 'mengevaluasi', 'pelaksanaan', 'ptm', 'pers']","['rt', 'perhimpunan', 'pendidikan', 'guru', 'pg', 'meminta', 'gubernur', 'dki', 'jakarta', 'anies', 'baswedan', 'mengevaluasi', 'pelaksanaan', 'ptm', 'pers']",rt perhimpunan pendidikan guru pg meminta gubernur dki jakarta anies baswedan mengevaluasi pelaksanaan ptm pers
340,2022-01-26 13:30:43+00:00,rt sekolah ditutup karena covid pg desak anies ptm persen,"['rt', 'sekolah', 'ditutup', 'karena', 'covid', 'pg', 'desak', 'anies', 'ptm', 'persen']","['rt', 'sekolah', 'ditutup', 'karena', 'covid', 'pg', 'desak', 'anies', 'ptm', 'persen']",rt sekolah ditutup karena covid pg desak anies ptm persen
341,2022-01-26 13:29:13+00:00,sekolah ditutup karena covid pg desak anies ptm persen,"['sekolah', 'ditutup', 'karena', 'covid', 'pg', 'desak', 'anies', 'ptm', 'persen']","['sekolah', 'ditutup', 'karena', 'covid', 'pg', 'desak', 'anies', 'ptm', 'persen']",sekolah ditutup karena covid pg desak anies ptm persen
342,2022-01-26 13:21:37+00:00,ri ptm bs jd daring pjj terutama ,"['ri', 'ptm', 'bs', 'jd', 'daring', 'pjj', 'terutama']","['ri', 'ptm', 'bs', 'jd', 'daring', 'pjj', 'terutama']",ri ptm bs jd daring pjj terutama
343,2022-01-26 13:19:42+00:00,lah dom mana kok masih onlen di gue sih ptm,"['lah', 'dom', 'mana', 'kok', 'masih', 'onlen', 'di', 'gue', 'sih', 'ptm']","['dom', 'onlen', 'di', 'gue', 'ptm']",dom onlen di gue ptm
