,date,tweet,tweet_tokens,tweet_tokens_WSW,tweet_normalized
0,2022-01-30 23:41:43+00:00,semangat sekolahmeskipun ptm,"['semangat', 'sekolahmeskipun', 'ptm']","['semangat', 'sekolahmeskipun', 'ptm']",semangat sekolah meskipun ptm
1,2022-01-30 23:23:30+00:00,oiyaa aku lupa ada ptm,"['oiyaa', 'aku', 'lupa', 'ada', 'ptm']","['oiyaa', 'aku', 'lupa', 'ada', 'ptm']",oiyaa aku lupa ada ptm
2,2022-01-30 23:22:20+00:00,rt sch any thoughts ada pilihan sih sebenernya kata aku balik pjj ptmlanjut ptm,"['rt', 'sch', 'any', 'thoughts', 'ada', 'pilihan', 'sih', 'sebenernya', 'kata', 'aku', 'balik', 'pjj', 'ptmlanjut', 'ptm']","['rt', 'sch', 'thoughts', 'ada', 'pilihan', 'sebenernya', 'kata', 'aku', 'balik', 'pjj', 'ptmlanjut', 'ptm']",rt sch thoughts ada pilihan sebenernya kata aku balik pjj ptm lanjut ptm
3,2022-01-30 23:18:37+00:00,schapp pagi sender masih ptm tapi jadi,"['schapp', 'pagi', 'sender', 'masih', 'ptm', 'tapi', 'jadi']","['schapp', 'pagi', 'sender', 'ptm', 'jadi']",schapp pagi sender ptm jadi
4,2022-01-30 22:49:20+00:00,sudah sama ptm,"['sudah', 'sama', 'ptm']","['sudah', 'sama', 'ptm']",sudah sama ptm
5,2022-01-30 22:42:48+00:00,rt kasus covid terus meningkat kaji ulang ptm penghentian ptm merupakan opsi yang bisa dilakukan berbasis kajian,"['rt', 'kasus', 'covid', 'terus', 'meningkat', 'kaji', 'ulang', 'ptm', 'penghentian', 'ptm', 'merupakan', 'opsi', 'yang', 'bisa', 'dilakukan', 'berbasis', 'kajian']","['rt', 'kasus', 'covid', 'meningkat', 'kaji', 'ulang', 'ptm', 'penghentian', 'ptm', 'merupakan', 'opsi', 'dilakukan', 'berbasis', 'kajian']",rt kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis kajian
6,2022-01-30 22:42:12+00:00,demi apapun aku mager sekolah bkn mslh hari kejepit ato liburnya cmn tuh aku dr minggu yg lalu udh ptm ,"['demi', 'apapun', 'aku', 'mager', 'sekolah', 'bkn', 'mslh', 'hari', 'kejepit', 'ato', 'liburnya', 'cmn', 'tuh', 'aku', 'dr', 'minggu', 'yg', 'lalu', 'udh', 'ptm']","['apapun', 'aku', 'mager', 'sekolah', 'bkn', 'mslh', 'kejepit', 'ato', 'liburnya', 'cmn', 'aku', 'dr', 'yg', 'lalu', 'udh', 'ptm']",apapun aku mager sekolah bukan mslh kejepit ato liburnya cmn aku dr yang lalu udh ptm
7,2022-01-30 18:01:12+00:00,rt sch any thoughts ada pilihan sih sebenernya kata aku balik pjj ptmlanjut ptm,"['rt', 'sch', 'any', 'thoughts', 'ada', 'pilihan', 'sih', 'sebenernya', 'kata', 'aku', 'balik', 'pjj', 'ptmlanjut', 'ptm']","['rt', 'sch', 'thoughts', 'ada', 'pilihan', 'sebenernya', 'kata', 'aku', 'balik', 'pjj', 'ptmlanjut', 'ptm']",rt sch thoughts ada pilihan sebenernya kata aku balik pjj ptmlanjut ptm
8,2022-01-30 17:28:15+00:00,first ptm setelah hampir tahun lebih cuman sampe jam set lamanya berasa banget udah kek setengah hari la,"['first', 'ptm', 'setelah', 'hampir', 'tahun', 'lebih', 'cuman', 'sampe', 'jam', 'set', 'lamanya', 'berasa', 'banget', 'udah', 'kek', 'setengah', 'hari', 'la']","['first', 'ptm', 'setelah', 'hampir', 'lebih', 'cuman', 'sampe', 'jam', 'set', 'lamanya', 'berasa', 'banget', 'udah', 'kek', 'setengah', 'la']",first ptm setelah hampir lebih cuman sampe jam set lamanya berasa banget udah kayak setengah la
9,2022-01-30 16:05:50+00:00,rt sch any thoughts ada pilihan sih sebenernya kata aku balik pjj ptmlanjut ptm,"['rt', 'sch', 'any', 'thoughts', 'ada', 'pilihan', 'sih', 'sebenernya', 'kata', 'aku', 'balik', 'pjj', 'ptmlanjut', 'ptm']","['rt', 'sch', 'thoughts', 'ada', 'pilihan', 'sebenernya', 'kata', 'aku', 'balik', 'pjj', 'ptmlanjut', 'ptm']",rt sch thoughts ada pilihan sebenernya kata aku balik pjj ptm lanjut ptm
10,2022-01-30 15:21:04+00:00,sekalian pjj aja soalnya kel ptm aku gasik bikin ga mood cekulah aja xixi,"['sekalian', 'pjj', 'aja', 'soalnya', 'kel', 'ptm', 'aku', 'gasik', 'bikin', 'ga', 'mood', 'cekulah', 'aja', 'xixi']","['sekalian', 'pjj', 'aja', 'soalnya', 'kel', 'ptm', 'aku', 'gasik', 'mood', 'cekulah', 'aja', 'xixi']",sekalian pjj aja soalnya kel ptm aku ga asik mood cekulah aja xixi
11,2022-01-30 15:11:44+00:00,mingdep ptm lagi jing padahal kan,"['mingdep', 'ptm', 'lagi', 'jing', 'padahal', 'kan']","['mingdep', 'ptm', 'lagi', 'jing']",mingdep ptm lagi jing
12,2022-01-30 15:09:32+00:00,setengah ptm setengah pjj,"['setengah', 'ptm', 'setengah', 'pjj']","['setengah', 'ptm', 'setengah', 'pjj']",setengah ptm setengah pjj
13,2022-01-30 15:09:05+00:00,rt silent jogja kembali berlakukan ptm persen setelah bbrp siswa positifsmg segera landai lagi,"['rt', 'silent', 'jogja', 'kembali', 'berlakukan', 'ptm', 'persen', 'setelah', 'bbrp', 'siswa', 'positifsmg', 'segera', 'landai', 'lagi']","['rt', 'silent', 'jogja', 'kembali', 'berlakukan', 'ptm', 'persen', 'setelah', 'bbrp', 'siswa', 'positifsmg', 'segera', 'landai', 'lagi']",rt silent jogja kembali berlakukan ptm persen setelah bbrp siswa positifsmg segera landai lagi
14,2022-01-30 14:36:54+00:00,eh ada ingfo kalo besok di sesi lg alias ptm,"['eh', 'ada', 'ingfo', 'kalo', 'besok', 'di', 'sesi', 'lg', 'alias', 'ptm']","['eh', 'ada', 'ingfo', 'kalo', 'besok', 'di', 'sesi', 'lg', 'alias', 'ptm']",eh ada ingfo kalo besok di sesi lagi alias ptm
15,2022-01-30 14:35:35+00:00,yg positif aja trus jdi ptm sm guru guru jdi lebih sering sidak prokes dadakan,"['yg', 'positif', 'aja', 'trus', 'jdi', 'ptm', 'sm', 'guru', 'guru', 'jdi', 'lebih', 'sering', 'sidak', 'prokes', 'dadakan']","['yg', 'positif', 'aja', 'trus', 'jdi', 'ptm', 'sm', 'guru', 'guru', 'jdi', 'lebih', 'sering', 'sidak', 'prokes', 'dadakan']",yang positif aja trus jdi ptm sm guru guru jdi lebih sering sidak prokes dadakan
16,2022-01-30 14:30:19+00:00,pengennya ptm,"['pengennya', 'ptm']","['pengennya', 'ptm']",pengennya ptm
17,2022-01-30 14:26:02+00:00,ini ptm bakal lg,"['ini', 'ptm', 'bakal', 'lg']","['ptm', 'bakal', 'lg']",ptm bakal lagi
18,2022-01-30 14:25:41+00:00,akuuu sekolah bilangnya dari prov jateng tapi bukan pjj yang tadinya ptm dikurangi jadi atau pjj,"['akuuu', 'sekolah', 'bilangnya', 'dari', 'prov', 'jateng', 'tapi', 'bukan', 'pjj', 'yang', 'tadinya', 'ptm', 'dikurangi', 'jadi', 'atau', 'pjj']","['akuuu', 'sekolah', 'bilangnya', 'dari', 'prov', 'jateng', 'bukan', 'pjj', 'tadinya', 'ptm', 'dikurangi', 'jadi', 'atau', 'pjj']",akuuu sekolah bilangnya dari prov jateng bukan pjj tadinya ptm dikurangi jadi atau pjj
19,2022-01-30 14:23:24+00:00,sblm daring lg gua ge ptm nya blm pernah ,"['sblm', 'daring', 'lg', 'gua', 'ge', 'ptm', 'nya', 'blm', 'pernah']","['sblm', 'daring', 'lg', 'gua', 'ge', 'ptm', 'blm', 'pernah']",sblm daring lagi gua ge ptm belum pernah
20,2022-01-30 14:16:24+00:00,aku jakarta tapi ptm ga jadi pjj sisahnya ptm tapi sekolah lain,"['aku', 'jakarta', 'tapi', 'ptm', 'ga', 'jadi', 'pjj', 'sisahnya', 'ptm', 'tapi', 'sekolah', 'lain']","['aku', 'jakarta', 'ptm', 'jadi', 'pjj', 'sisahnya', 'ptm', 'sekolah', 'lain']",aku jakarta ptm jadi pjj sisahnya ptm sekolah lain
21,2022-01-30 14:15:40+00:00,ga punya gue ptm,"['ga', 'punya', 'gue', 'ptm']","['punya', 'gue', 'ptm']",punya gue ptm
22,2022-01-30 14:03:49+00:00,ga deng wkakajwj mulai besok ptm lg dan gue ga suka ptm really really fun tho,"['ga', 'deng', 'wkakajwj', 'mulai', 'besok', 'ptm', 'lg', 'dan', 'gue', 'ga', 'suka', 'ptm', 'really', 'really', 'fun', 'tho']","['deng', 'wkakajwj', 'mulai', 'besok', 'ptm', 'lg', 'gue', 'suka', 'ptm', 'really', 'really', 'fun', 'tho']",deng wkakajwj mulai besok ptm lagi gue suka ptm really really fun tho
23,2022-01-30 14:00:47+00:00,sekolah ku kalbar masih ptm tapi mungkin kedepannya masih ptm,"['sekolah', 'ku', 'kalbar', 'masih', 'ptm', 'tapi', 'mungkin', 'kedepannya', 'masih', 'ptm']","['sekolah', 'kalbar', 'ptm', 'mungkin', 'kedepannya', 'ptm']",sekolah kalbar ptm mungkin kedepannya ptm
24,2022-01-30 13:51:04+00:00,rt kasus covid terus meningkat kaji ulang ptm penghentian ptm merupakan opsi yang bisa dilakukan berbasis kajian,"['rt', 'kasus', 'covid', 'terus', 'meningkat', 'kaji', 'ulang', 'ptm', 'penghentian', 'ptm', 'merupakan', 'opsi', 'yang', 'bisa', 'dilakukan', 'berbasis', 'kajian']","['rt', 'kasus', 'covid', 'meningkat', 'kaji', 'ulang', 'ptm', 'penghentian', 'ptm', 'merupakan', 'opsi', 'dilakukan', 'berbasis', 'kajian']",rt kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis kajian
25,2022-01-30 13:49:26+00:00,bekasi dari pusat nder sebenernya sih masih ptm tapi balik lagi,"['bekasi', 'dari', 'pusat', 'nder', 'sebenernya', 'sih', 'masih', 'ptm', 'tapi', 'balik', 'lagi']","['bekasi', 'dari', 'pusat', 'nder', 'sebenernya', 'ptm', 'balik', 'lagi']",bekasi dari pusat nder sebenernya ptm balik lagi
26,2022-01-30 13:47:07+00:00,gatau katanya mau balik ke ptm,"['gatau', 'katanya', 'mau', 'balik', 'ke', 'ptm']","['gatau', 'katanya', 'mau', 'balik', 'ptm']",gatau katanya mau balik ptm
27,2022-01-30 13:45:39+00:00,ptm menurutku gak efisien sekelas sma aja pasti masih ngelanggar prokes kaya gak jaga jarak apalagi ,"['ptm', 'menurutku', 'gak', 'efisien', 'sekelas', 'sma', 'aja', 'pasti', 'masih', 'ngelanggar', 'prokes', 'kaya', 'gak', 'jaga', 'jarak', 'apalagi']","['ptm', 'menurutku', 'efisien', 'sekelas', 'sma', 'aja', 'pasti', 'ngelanggar', 'prokes', 'kaya', 'jaga', 'jarak']",ptm menurutku efisien sekelas sma aja pasti ngelanggar prokes kaya jaga jarak
28,2022-01-30 13:43:37+00:00,woii skolahku tbtjdi ptm persen lgi njrr gw ga satu sesi anjg,"['woii', 'skolahku', 'tbtjdi', 'ptm', 'persen', 'lgi', 'njrr', 'gw', 'ga', 'satu', 'sesi', 'anjg']","['woii', 'skolahku', 'tbtjdi', 'ptm', 'persen', 'lgi', 'njrr', 'gw', 'sesi', 'anjg']",woii skolahku tbt jdi ptm persen lgi njrr gue sesi anjg
29,2022-01-30 13:42:36+00:00,udh seneng ptm tau dibikin ya smoga aja ga daring lagi,"['udh', 'seneng', 'ptm', 'tau', 'dibikin', 'ya', 'smoga', 'aja', 'ga', 'daring', 'lagi']","['udh', 'seneng', 'ptm', 'tau', 'dibikin', 'smoga', 'aja', 'daring', 'lagi']",udh seneng ptm tau dibikin smoga aja daring lagi
30,2022-01-30 13:36:59+00:00,gue gamau pjj gamau ptm maunya ptm ajaaaa,"['gue', 'gamau', 'pjj', 'gamau', 'ptm', 'maunya', 'ptm', 'ajaaaa']","['gue', 'gamau', 'pjj', 'gamau', 'ptm', 'maunya', 'ptm', 'ajaaaa']",gue gamau pjj gamau ptm maunya ptm ajaaaa
31,2022-01-30 13:24:27+00:00,masih nder ptm,"['masih', 'nder', 'ptm']","['nder', 'ptm']",nder ptm
32,2022-01-30 13:23:57+00:00,ptm dari dulu nder,"['ptm', 'dari', 'dulu', 'nder']","['ptm', 'dari', 'nder']",ptm dari nder
33,2022-01-30 13:18:17+00:00,rt kasus covid terus meningkat kaji ulang ptm penghentian ptm merupakan opsi yang bisa dilakukan berbasis kajian,"['rt', 'kasus', 'covid', 'terus', 'meningkat', 'kaji', 'ulang', 'ptm', 'penghentian', 'ptm', 'merupakan', 'opsi', 'yang', 'bisa', 'dilakukan', 'berbasis', 'kajian']","['rt', 'kasus', 'covid', 'meningkat', 'kaji', 'ulang', 'ptm', 'penghentian', 'ptm', 'merupakan', 'opsi', 'dilakukan', 'berbasis', 'kajian']",rt kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis kajian
34,2022-01-30 13:17:54+00:00,jd besok tuh harusnya mulai ptm kan sekolah emang baru mulai ptm tuh besok karena minggu kemaren masih ka,"['jd', 'besok', 'tuh', 'harusnya', 'mulai', 'ptm', 'kan', 'sekolah', 'emang', 'baru', 'mulai', 'ptm', 'tuh', 'besok', 'karena', 'minggu', 'kemaren', 'masih', 'ka']","['jd', 'besok', 'harusnya', 'mulai', 'ptm', 'sekolah', 'emang', 'mulai', 'ptm', 'besok', 'karena', 'kemaren']",jd besok harusnya mulai ptm sekolah emang mulai ptm besok karena kemaren
35,2022-01-30 13:17:04+00:00,dpr minta evaluasi ptm persen turun jadi persen,"['dpr', 'minta', 'evaluasi', 'ptm', 'persen', 'turun', 'jadi', 'persen']","['dpr', 'minta', 'evaluasi', 'ptm', 'persen', 'turun', 'jadi', 'persen']",dpr minta evaluasi ptm persen turun jadi persen
36,2022-01-30 13:12:22+00:00,dari rencana ptm terus diturunin jadi sekarang jadi,"['dari', 'rencana', 'ptm', 'terus', 'diturunin', 'jadi', 'sekarang', 'jadi']","['dari', 'rencana', 'ptm', 'diturunin', 'jadi', 'sekarang', 'jadi']",dari rencana ptm diturunin jadi sekarang jadi
37,2022-01-30 13:08:13+00:00,rt kasus covid terus meningkat kaji ulang ptm xexxcpenghentian ptm merupakan opsi yang bisa dilakukan berbasis kajian,"['rt', 'kasus', 'covid', 'terus', 'meningkat', 'kaji', 'ulang', 'ptm', 'xexxcpenghentian', 'ptm', 'merupakan', 'opsi', 'yang', 'bisa', 'dilakukan', 'berbasis', 'kajian']","['rt', 'kasus', 'covid', 'meningkat', 'kaji', 'ulang', 'ptm', 'xexxcpenghentian', 'ptm', 'merupakan', 'opsi', 'dilakukan', 'berbasis', 'kajian']",rt kasus covid meningkat kaji ulang ptm xexxcpenghentian ptm merupakan opsi dilakukan berbasis kajian
38,2022-01-30 13:06:10+00:00,eh samaa gua kalo ptm suka mapel mtk kimia sm pjok soalnya olahraga sisanya kabur ke kantin,"['eh', 'samaa', 'gua', 'kalo', 'ptm', 'suka', 'mapel', 'mtk', 'kimia', 'sm', 'pjok', 'soalnya', 'olahraga', 'sisanya', 'kabur', 'ke', 'kantin']","['eh', 'samaa', 'gua', 'kalo', 'ptm', 'suka', 'mapel', 'mtk', 'kimia', 'sm', 'pjok', 'soalnya', 'olahraga', 'sisanya', 'kabur', 'kantin']",eh samaa gua kalo ptm suka mata pelajaran mtk kimia sm pjok soalnya olahraga sisanya kabur kantin
39,2022-01-30 13:04:23+00:00,kesel ptm mulai besok,"['kesel', 'ptm', 'mulai', 'besok']","['kesel', 'ptm', 'mulai', 'besok']",kesel ptm mulai besok
40,2022-01-30 13:03:23+00:00,loh mulai ptm lagi,"['loh', 'mulai', 'ptm', 'lagi']","['mulai', 'ptm', 'lagi']",mulai ptm lagi
41,2022-01-30 13:02:33+00:00,sekolah daring lagipadahal udah nyaman sama ptm ginisetidaknya bisa masuk sekolah seminggu kali,"['sekolah', 'daring', 'lagipadahal', 'udah', 'nyaman', 'sama', 'ptm', 'ginisetidaknya', 'bisa', 'masuk', 'sekolah', 'seminggu', 'kali']","['sekolah', 'daring', 'lagipadahal', 'udah', 'nyaman', 'sama', 'ptm', 'ginisetidaknya', 'masuk', 'sekolah']",sekolah daring lagipadahal udah nyaman sama ptm ginisetidaknya masuk sekolah
42,2022-01-30 13:02:21+00:00,mending pjj gasih kalo kaya gini soalnya kalo ptm masi sedikit was was,"['mending', 'pjj', 'gasih', 'kalo', 'kaya', 'gini', 'soalnya', 'kalo', 'ptm', 'masi', 'sedikit', 'was', 'was']","['mending', 'pjj', 'gasih', 'kalo', 'kaya', 'soalnya', 'kalo', 'ptm', 'sedikit']",mending pjj gasih kalo kaya soalnya kalo ptm sedikit
43,2022-01-30 13:02:19+00:00,klo ga di bolehin pjj yaudah sih aja maksa bgt mau ptm,"['klo', 'ga', 'di', 'bolehin', 'pjj', 'yaudah', 'sih', 'aja', 'maksa', 'bgt', 'mau', 'ptm']","['klo', 'di', 'bolehin', 'pjj', 'yaudah', 'aja', 'maksa', 'bgt', 'mau', 'ptm']",klo di bolehin pjj yaudah aja maksa banget mau ptm
44,2022-01-30 12:59:54+00:00,balik full pjj atau pjj sama ptm tp yg ptm yang udah vaksin dua kali aja,"['balik', 'full', 'pjj', 'atau', 'pjj', 'sama', 'ptm', 'tp', 'yg', 'ptm', 'yang', 'udah', 'vaksin', 'dua', 'kali', 'aja']","['balik', 'full', 'pjj', 'atau', 'pjj', 'sama', 'ptm', 'tp', 'yg', 'ptm', 'udah', 'vaksin', 'dua', 'aja']",balik full pjj atau pjj sama ptm tp yang ptm udah vaksin dua aja
45,2022-01-30 12:57:54+00:00,sch any thoughts ada pilihan sih sebenernya kata aku balik pjj ptmlanjut ptm,"['sch', 'any', 'thoughts', 'ada', 'pilihan', 'sih', 'sebenernya', 'kata', 'aku', 'balik', 'pjj', 'ptmlanjut', 'ptm']","['sch', 'thoughts', 'ada', 'pilihan', 'sebenernya', 'kata', 'aku', 'balik', 'pjj', 'ptmlanjut', 'ptm']",sch thoughts ada pilihan sebenernya kata aku balik pjj ptmlanjut ptm
46,2022-01-30 12:52:03+00:00,dom serang masih ptm untungnya blm ada omongan bakal pjj kl bisa jangannn,"['dom', 'serang', 'masih', 'ptm', 'untungnya', 'blm', 'ada', 'omongan', 'bakal', 'pjj', 'kl', 'bisa', 'jangannn']","['dom', 'serang', 'ptm', 'untungnya', 'blm', 'ada', 'omongan', 'bakal', 'pjj', 'kl', 'jangannn']",dom serang ptm untungnya belum ada omongan bakal pjj kalau jangannn
47,2022-01-30 12:47:37+00:00,gatau juga si soalnya dari dibukanya ptm sampe ini kasus pertama di sklh gua gitu tapi semoga,"['gatau', 'juga', 'si', 'soalnya', 'dari', 'dibukanya', 'ptm', 'sampe', 'ini', 'kasus', 'pertama', 'di', 'sklh', 'gua', 'gitu', 'tapi', 'semoga']","['gatau', 'soalnya', 'dari', 'dibukanya', 'ptm', 'sampe', 'kasus', 'pertama', 'di', 'sklh', 'gua', 'semoga']",gatau soalnya dari dibukanya ptm sampe kasus pertama di sklh gua semoga
48,2022-01-30 12:40:02+00:00,aaaaaa bsk ptm lagiiii huhu ga seru bgttt pdhl kmrn udh ptm,"['aaaaaa', 'bsk', 'ptm', 'lagiiii', 'huhu', 'ga', 'seru', 'bgttt', 'pdhl', 'kmrn', 'udh', 'ptm']","['aaaaaa', 'bsk', 'ptm', 'lagiiii', 'huhu', 'seru', 'bgttt', 'pdhl', 'kmrn', 'udh', 'ptm']",aaaaaa bsk ptm lagiiii huhu seru bgttt padahal kemarin udh ptm
49,2022-01-30 12:25:05+00:00,wih masih ptm full punya ku udah balik lagi,"['wih', 'masih', 'ptm', 'full', 'punya', 'ku', 'udah', 'balik', 'lagi']","['wih', 'ptm', 'full', 'punya', 'udah', 'balik', 'lagi']",wih ptm full punya udah balik lagi
50,2022-01-30 12:20:38+00:00,kayanya cuma sekolahku aja deh di satu malang entah bene ato ngga soalnya sekolahku sekarang masi yg ,"['kayanya', 'cuma', 'sekolahku', 'aja', 'deh', 'di', 'satu', 'malang', 'entah', 'bene', 'ato', 'ngga', 'soalnya', 'sekolahku', 'sekarang', 'masi', 'yg']","['kayanya', 'cuma', 'sekolahku', 'aja', 'deh', 'di', 'malang', 'entah', 'bene', 'ato', 'soalnya', 'sekolahku', 'sekarang', 'yg']",kayanya cuma sekolahku aja deh di malang entah bene ato soalnya sekolahku sekarang yang
51,2022-01-30 12:15:08+00:00,ptm udah full yang kelas yang kelas sama,"['ptm', 'udah', 'full', 'yang', 'kelas', 'yang', 'kelas', 'sama']","['ptm', 'udah', 'full', 'kelas', 'kelas', 'sama']",ptm udah full kelas kelas sama
52,2022-01-30 11:59:23+00:00,aku balik ptm jadi masuknya gantian lagi gitu,"['aku', 'balik', 'ptm', 'jadi', 'masuknya', 'gantian', 'lagi', 'gitu']","['aku', 'balik', 'ptm', 'jadi', 'masuknya', 'gantian', 'lagi']",aku balik ptm jadi masuknya gantian lagi
53,2022-01-30 11:57:33+00:00,covid terus meningkat dpr minta ptm turun jadi persen,"['covid', 'terus', 'meningkat', 'dpr', 'minta', 'ptm', 'turun', 'jadi', 'persen']","['covid', 'meningkat', 'dpr', 'minta', 'ptm', 'turun', 'jadi', 'persen']",covid meningkat dpr minta ptm turun jadi persen
54,2022-01-30 11:57:15+00:00,tp ini jg krn ptm dan kantin buka dulu pas masih kantin tutup alhamdulillah aman aja,"['tp', 'ini', 'jg', 'krn', 'ptm', 'dan', 'kantin', 'buka', 'dulu', 'pas', 'masih', 'kantin', 'tutup', 'alhamdulillah', 'aman', 'aja']","['tp', 'jg', 'krn', 'ptm', 'kantin', 'buka', 'kantin', 'tutup', 'alhamdulillah', 'aman', 'aja']",tp jg krn ptm kantin buka kantin tutup alhamdulillah aman aja
55,2022-01-30 11:48:35+00:00,jujur gue tuh senengseneng aja hari senin karena full ptm tapi baru seminggu full ptm udah disuruh lagi anjj,"['jujur', 'gue', 'tuh', 'senengseneng', 'aja', 'hari', 'senin', 'karena', 'full', 'ptm', 'tapi', 'baru', 'seminggu', 'full', 'ptm', 'udah', 'disuruh', 'lagi', 'anjj']","['jujur', 'gue', 'senengseneng', 'aja', 'karena', 'full', 'ptm', 'full', 'ptm', 'udah', 'disuruh', 'lagi', 'anjj']",jujur gue senengseneng aja karena full ptm full ptm udah disuruh lagi anjj
56,2022-01-30 11:48:33+00:00,kalo punyaku besok mulai ptm lagi gak tau juga kenapa,"['kalo', 'punyaku', 'besok', 'mulai', 'ptm', 'lagi', 'gak', 'tau', 'juga', 'kenapa']","['kalo', 'punyaku', 'besok', 'mulai', 'ptm', 'lagi', 'tau']",kalo punyaku besok mulai ptm lagi tau
57,2022-01-30 11:46:32+00:00,ehh asikk aku jadinya ptm nih karena sma tetangga ada yang positif mungkin di sekolahku juga ada,"['ehh', 'asikk', 'aku', 'jadinya', 'ptm', 'nih', 'karena', 'sma', 'tetangga', 'ada', 'yang', 'positif', 'mungkin', 'di', 'sekolahku', 'juga', 'ada']","['ehh', 'asikk', 'aku', 'jadinya', 'ptm', 'karena', 'sma', 'tetangga', 'ada', 'positif', 'mungkin', 'di', 'sekolahku', 'ada']",ehh asikk aku jadinya ptm karena sma tetangga ada positif mungkin di sekolahku ada
58,2022-01-30 11:30:47+00:00,pingin ptm lagiii,"['pingin', 'ptm', 'lagiii']","['pingin', 'ptm', 'lagiii']",pingin ptm lagiii
59,2022-01-30 11:19:39+00:00,siallll sekolahku ptm lagiii,"['siallll', 'sekolahku', 'ptm', 'lagiii']","['siallll', 'sekolahku', 'ptm', 'lagiii']",siallll sekolahku ptm lagiii
60,2022-01-30 11:17:37+00:00,dom kalian ptm atau moots,"['dom', 'kalian', 'ptm', 'atau', 'moots']","['dom', 'kalian', 'ptm', 'atau', 'moots']",dom kalian ptm atau moots
61,2022-01-30 11:01:13+00:00,ptm atau alasannya,"['ptm', 'atau', 'alasannya']","['ptm', 'atau', 'alasannya']",ptm atau alasannya
62,2022-01-30 10:56:59+00:00,jdi ptm pelajaran produktif ajasi yg kayak praktikum gtuu sama ditambah mtkpjokbk,"['jdi', 'ptm', 'pelajaran', 'produktif', 'ajasi', 'yg', 'kayak', 'praktikum', 'gtuu', 'sama', 'ditambah', 'mtkpjokbk']","['jdi', 'ptm', 'pelajaran', 'produktif', 'ajasi', 'yg', 'kayak', 'praktikum', 'gtuu', 'sama', 'ditambah', 'mtkpjokbk']",jdi ptm pelajaran produktif ajasi yang kayak praktikum gtuu sama ditambah mtkpjokbk
63,2022-01-30 10:56:03+00:00,rt kasus covid terus meningkat kaji ulang ptm penghentian ptm merupakan opsi yang bisa dilakukan berbasis kajian,"['rt', 'kasus', 'covid', 'terus', 'meningkat', 'kaji', 'ulang', 'ptm', 'penghentian', 'ptm', 'merupakan', 'opsi', 'yang', 'bisa', 'dilakukan', 'berbasis', 'kajian']","['rt', 'kasus', 'covid', 'meningkat', 'kaji', 'ulang', 'ptm', 'penghentian', 'ptm', 'merupakan', 'opsi', 'dilakukan', 'berbasis', 'kajian']",rt kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis kajian
64,2022-01-30 10:55:06+00:00,ptm sidang pkl,"['ptm', 'sidang', 'pkl']","['ptm', 'sidang', 'pkl']",ptm sidang pkl
65,2022-01-30 10:53:25+00:00,kasus covid terus meningkat kaji ulang ptm penghentian ptm merupakan opsi yang bisa dilakukan berbasis ,"['kasus', 'covid', 'terus', 'meningkat', 'kaji', 'ulang', 'ptm', 'penghentian', 'ptm', 'merupakan', 'opsi', 'yang', 'bisa', 'dilakukan', 'berbasis']","['kasus', 'covid', 'meningkat', 'kaji', 'ulang', 'ptm', 'penghentian', 'ptm', 'merupakan', 'opsi', 'dilakukan', 'berbasis']",kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis
66,2022-01-30 10:39:20+00:00,sekolah ak gaada yang covid tapi ptm trsss tapi gpp deh kalo mah ngeri circle nya,"['sekolah', 'ak', 'gaada', 'yang', 'covid', 'tapi', 'ptm', 'trsss', 'tapi', 'gpp', 'deh', 'kalo', 'mah', 'ngeri', 'circle', 'nya']","['sekolah', 'ak', 'gaada', 'covid', 'ptm', 'trsss', 'gpp', 'deh', 'kalo', 'mah', 'ngeri', 'circle']",sekolah ak gaada covid ptm trsss gpp deh kalo mah ngeri circle
67,2022-01-30 10:30:17+00:00,pjj nya selang seling kak jd sama aja yg ptm pjj mana aku dapetnya senin anjrit malesss,"['pjj', 'nya', 'selang', 'seling', 'kak', 'jd', 'sama', 'aja', 'yg', 'ptm', 'pjj', 'mana', 'aku', 'dapetnya', 'senin', 'anjrit', 'malesss']","['pjj', 'selang', 'seling', 'kak', 'jd', 'sama', 'aja', 'yg', 'ptm', 'pjj', 'aku', 'dapetnya', 'anjrit', 'malesss']",pjj selang seling kak jd sama aja yang ptm pjj aku dapetnya anjrit malesss
68,2022-01-30 10:13:07+00:00,ptm lagi,"['ptm', 'lagi']","['ptm', 'lagi']",ptm lagi
69,2022-01-30 10:10:49+00:00,udah nyaman ptm ini mau ptmt huftt,"['udah', 'nyaman', 'ptm', 'ini', 'mau', 'ptmt', 'huftt']","['udah', 'nyaman', 'ptm', 'mau', 'ptmt', 'huftt']",udah nyaman ptm mau ptmt huftt
70,2022-01-30 10:03:36+00:00,wkwkwkwkwkwk km sekolahnya masi ptm jg kah,"['wkwkwkwkwkwk', 'km', 'sekolahnya', 'masi', 'ptm', 'jg', 'kah']","['wkwkwkwkwkwk', 'km', 'sekolahnya', 'ptm', 'jg', 'kah']",wkwkwkwkwkwk km sekolahnya ptm jg kah
