created_at,username,tweet
2022-02-02 04:07:53+00:00,aktualofficial,lulus uji bpom sinopharm jadi vaksin booster covid ke di indonesia 
2022-02-02 04:07:48+00:00,PutraRjw,dokter rsnd vaksin covid sebagai perlindungan awal bagi anak prokes tangkal omicron 
2022-02-02 04:07:48+00:00,RonnyJ83,virus corona tiba hilang amp lenyap di hari raya imlek hadir amp berkerumun tanpa prokes sdh dicontohkan oleh jokowi virus c 
2022-02-02 04:07:48+00:00,pmi_tangerangct,hasil vote warga yang membuat kami untuk terus semangat mengadakan vaksinasi covid ayo vaksin di pmi kota tangerang atau di tempat vaksin terdekat di daerahmu ya 
2022-02-02 04:07:47+00:00,wongkalibanteng,marufamin tahun baru imlek sangat lekat dengan suasana kekeluargaan yang hangat dan penuh kegembiraan dalam menghadapi berbagai 
2022-02-02 04:07:44+00:00,Polresta_Bms,vaksinasi mobile polresta banyumas layanan jemput bola vaksinasi covid kepada lansia guna percepatan herd immunity banyumas poldajateng banyumas 
2022-02-02 04:07:38+00:00,dieseljbl21,virus corona tiba hilang amp lenyap di hari raya imlek hadir amp berkerumun tanpa prokes sdh dicontohkan oleh jokowi virus c 
2022-02-02 04:07:38+00:00,bukuastronomi,tahun lalu moderna dengan teknologi mrna nya berhasil membuat vaksin hiv yg mentrigger respon sistem imun termasuk sel b 
2022-02-02 04:07:35+00:00,PutraRjw,hasil investigasi kipi terkait meninggalnya bocah usia tahun usia vaksin covid prokes tangkal omicron 
2022-02-02 04:07:35+00:00,bakulgerih,belum vaksin ke boleh g pakai booster ya 
2022-02-02 04:07:35+00:00,drjeffaloys,sah sinopharm jadi vaksin booster untuk yg vaksin primer dengan sinopharm juga alias booster homolog ya 
2022-02-02 04:07:33+00:00,wow_keren,kesha ratuliu nyesek kabarkan suami dan anaknya positif covid 
2022-02-02 04:07:32+00:00,agendadaily,jangkitan kes aktif covid melonjak prn semakin dekat 
2022-02-02 04:07:26+00:00,Lutfinn_Na,menteri bumn memberikan apresiasi terhadap tenaga kesehatan asal sukabumi jawa barat yg telah berjuang di masa 
2022-02-02 04:07:23+00:00,AkhmadDimyati13,virus corona tiba hilang amp lenyap di hari raya imlek hadir amp berkerumun tanpa prokes sdh dicontohkan oleh jokowi virus c 
2022-02-02 04:07:21+00:00,djpl_ksopfakfak,saat ini kasus positif covid kembali meningkat jangan sampai kita lengah dan tetap jalankan protokol k 
2022-02-02 04:07:21+00:00,KinaAntani,vaksin covid terbukti secara medis aman untuk anak prokes tangkal omicron 
2022-02-02 04:07:20+00:00,RAISYAELBIX1s,bawah kemana sebelum corona babeku sudah tak kelilingke malaysia lanjut umroh ke saudi 
2022-02-02 04:07:18+00:00,Zal_Toha,anomali awalnya mereka sesumbar vaksin menghentikan transmisi failed vaksin untuk herd immunity failed vaksin mengu 
2022-02-02 04:07:15+00:00,sunsyndrom,ya allah rb kasus harian aku khawatir sama siswa mahasiswa yang saat ini lagi tatap muka sih apalagi banyak yg belum pada v 
2022-02-02 04:07:12+00:00,happystanexo,ya allah rb kasus harian aku khawatir sama siswa mahasiswa yang saat ini lagi tatap muka sih apalagi banyak yg belum pada v 
2022-02-02 04:07:10+00:00,chris_badak93,aku teh niat bikin paspor dr tp gagal dapet antrian mulu br dapet antrian feb eh corona 
2022-02-02 04:07:05+00:00,KinaAntani,dokter rsnd vaksin covid sebagai perlindungan awal bagi anak prokes tangkal omicron 
2022-02-02 04:07:03+00:00,MaulanaYusufpr8,virus corona tiba hilang amp lenyap di hari raya imlek hadir amp berkerumun tanpa prokes sdh dicontohkan oleh jokowi virus c 
2022-02-02 04:06:59+00:00,chcltpowder,efek vaksin kah gw lupa hari jadinya salah baju 
2022-02-02 04:06:57+00:00,iamrafliartaa12,jakaa jangan janlup vaksin itu ga bakal bikin lo kebal penyakit sama halnya dengan helm ga bakal bikin lo ga bisa jatoh da 
2022-02-02 04:06:55+00:00,haloindonesia88,jakaa menteri komunikasi dan informatika johnny g plate memerintahkan pembatasan kerja di kantor sea penerapan work from home wfh secara bergantian sesuai dengan perkembangan kasus covid dan kondisi kesehatan sivitas 
2022-02-02 04:06:53+00:00,KinaAntani,hasil investigasi kipi terkait meninggalnya bocah usia tahun usia vaksin covid prokes tangkal omicron 
2022-02-02 04:06:49+00:00,muhammadinejad,virus corona tiba hilang amp lenyap di hari raya imlek hadir amp berkerumun tanpa prokes sdh dicontohkan oleh jokowi virus c 
2022-02-02 04:06:42+00:00,iswanheri,ini virus ngeri bener mereka udah ga peduli sama paru manusia tp tujuan penyerangannya mulai bergeser seolah olah nemu cara 
2022-02-02 04:06:41+00:00,cintasyan_,ini virus ngeri bener mereka udah ga peduli sama paru manusia tp tujuan penyerangannya mulai bergeser seolah olah nemu cara 
